Customer ID,Churn,Churn Category,Churn Reason,Churn Score,Customer Status,Satisfaction Score
6078-VESFR,0,Not Churned,Not Churned,53,Stayed,5
8626-PTQGE,0,Not Churned,Not Churned,22,Stayed,3
7799-LGRDP,0,Not Churned,Not Churned,79,Stayed,4
2843-CQMEG,0,Not Churned,Not Churned,38,Stayed,3
9200-NLNPD,0,Not Churned,Not Churned,27,Stayed,4
5271-DBYSJ,0,Not Churned,Not Churned,20,Stayed,5
8242-SOQUO,0,Not Churned,Not Churned,54,Stayed,4
4086-YQSNZ,1,Attitude,Attitude of service provider,89,Churned,2
9820-RMCQV,1,Competitor,Competitor made better offer,92,Churned,1
5174-RNGBH,1,Dissatisfaction,Network reliability,67,Churned,3
9631-RXVJM,0,Not Churned,Not Churned,77,Stayed,4
5519-TEEUH,0,Not Churned,Not Churned,57,Stayed,3
5236-XMZJY,0,Not Churned,Not Churned,80,Stayed,3
0665-XHDJU,0,Not Churned,Not Churned,51,Stayed,5
5353-WILCI,0,Not Churned,Not Churned,47,Stayed,3
1936-UAFEH,0,Not Churned,Not Churned,36,Stayed,4
6169-PPETC,0,Not Churned,Not Churned,38,Stayed,4
9025-AOMKI,1,Other,Moved,71,Churned,2
1343-EHPYB,1,Competitor,Competitor made better offer,91,Churned,2
1450-GALXR,1,Competitor,Competitor had better devices,74,Churned,1
0836-SEYLU,1,Competitor,Competitor had better devices,91,Churned,1
1385-TQOZW,0,Not Churned,Not Churned,41,Stayed,4
2207-OBZNX,1,Attitude,Attitude of service provider,90,Churned,1
3164-AALRN,1,Competitor,Competitor had better devices,77,Churned,2
7452-FOLON,0,Not Churned,Not Churned,53,Stayed,5
5039-LZRQT,0,Not Churned,Not Churned,34,Stayed,5
6103-QCKFX,0,Not Churned,Not Churned,28,Stayed,3
0637-UBJRP,1,Competitor,Competitor offered higher download speeds,77,Churned,1
4836-WNFNO,0,Not Churned,Not Churned,35,Stayed,4
7120-RFMVS,1,Price,Price too high,73,Churned,2
7901-IIDQV,0,Not Churned,Not Churned,51,Stayed,3
1855-CFULU,0,Not Churned,Not Churned,20,Stayed,5
2959-FENLU,0,Not Churned,Not Churned,28,Stayed,5
6701-YVNQG,0,Not Churned,Not Churned,41,Stayed,3
3243-ZHOHY,0,Not Churned,Not Churned,72,Stayed,3
2386-LAHRK,1,Dissatisfaction,Product dissatisfaction,80,Churned,1
1658-BYGOY,1,Competitor,Competitor made better offer,81,Churned,2
2314-TNDJQ,0,Not Churned,Not Churned,35,Stayed,4
9586-JGQKH,0,Not Churned,Not Churned,24,Stayed,3
7233-DRTRF,0,Not Churned,Not Churned,43,Stayed,4
8718-PTMEZ,1,Other,Don't know,90,Churned,2
2272-WUSPA,0,Not Churned,Not Churned,34,Stayed,4
4183-WCSEP,1,Price,Long distance charges,72,Churned,1
4837-QUSFT,0,Not Churned,Not Churned,72,Stayed,4
2495-INZWQ,1,Attitude,Attitude of service provider,66,Churned,2
2688-BHGOG,0,Not Churned,Not Churned,76,Stayed,5
9359-JANWS,0,Not Churned,Not Churned,50,Stayed,4
7394-LWLYN,0,Not Churned,Not Churned,75,Joined,3
1221-GHZEP,0,Not Churned,Not Churned,47,Stayed,3
2722-VOJQL,1,Other,Don't know,91,Churned,1
7435-ZNUYY,0,Not Churned,Not Churned,20,Stayed,3
5696-JVVQY,0,Not Churned,Not Churned,27,Stayed,4
6227-HWPWX,1,Competitor,Competitor had better devices,73,Churned,1
2954-PIBKO,0,Not Churned,Not Churned,62,Stayed,3
5003-XZWWO,0,Not Churned,Not Churned,33,Stayed,4
5378-IKEEG,1,Price,Price too high,70,Churned,3
9633-XQABV,0,Not Churned,Not Churned,46,Joined,4
5825-XJOCM,0,Not Churned,Not Churned,45,Stayed,4
0786-IVLAW,0,Not Churned,Not Churned,20,Stayed,3
4054-CUMIA,0,Not Churned,Not Churned,40,Stayed,4
6732-VAILE,0,Not Churned,Not Churned,60,Stayed,5
0254-WWRKD,0,Not Churned,Not Churned,51,Stayed,5
2446-PLQVO,1,Other,Don't know,78,Churned,2
7295-JOMMD,1,Competitor,Competitor made better offer,87,Churned,1
8217-QYOHV,0,Not Churned,Not Churned,22,Stayed,4
2523-EWWZL,0,Not Churned,Not Churned,43,Stayed,3
7253-UVNDW,1,Dissatisfaction,Network reliability,83,Churned,3
8695-WDYEA,0,Not Churned,Not Churned,57,Joined,4
3420-ZDBMA,0,Not Churned,Not Churned,36,Stayed,4
7270-BDIOA,1,Dissatisfaction,Limited range of services,95,Churned,2
4455-BFSPD,0,Not Churned,Not Churned,79,Stayed,3
0164-APGRB,0,Not Churned,Not Churned,69,Stayed,4
1482-OXZSY,0,Not Churned,Not Churned,37,Stayed,3
3486-NPGST,0,Not Churned,Not Churned,47,Stayed,5
0230-WEQUW,0,Not Churned,Not Churned,77,Stayed,4
2192-CKRLV,0,Not Churned,Not Churned,33,Stayed,3
2460-NGXBJ,0,Not Churned,Not Churned,28,Stayed,5
1561-BWHIN,0,Not Churned,Not Churned,27,Stayed,5
1976-CFOCS,1,Competitor,Competitor had better devices,67,Churned,1
2162-FRZAA,0,Not Churned,Not Churned,24,Stayed,5
2719-BDAQO,1,Price,Price too high,93,Churned,1
6898-MDLZW,0,Not Churned,Not Churned,28,Stayed,5
5647-FXOTP,0,Not Churned,Not Churned,40,Stayed,5
2077-MPJQO,0,Not Churned,Not Churned,41,Stayed,4
5396-IZEPB,0,Not Churned,Not Churned,66,Stayed,4
9499-XPZXM,0,Not Churned,Not Churned,30,Stayed,3
6661-EIPZC,0,Not Churned,Not Churned,36,Stayed,4
2599-CIPQE,0,Not Churned,Not Churned,61,Stayed,3
5149-QYTTU,0,Not Churned,Not Churned,41,Stayed,3
3088-LHEFH,0,Not Churned,Not Churned,33,Stayed,3
8738-JOKAR,0,Not Churned,Not Churned,36,Stayed,4
0219-YTZUE,1,Competitor,Competitor made better offer,73,Churned,3
0377-JBKKT,0,Not Churned,Not Churned,41,Stayed,3
9074-KGVOX,0,Not Churned,Not Churned,27,Stayed,3
3594-BDSOA,0,Not Churned,Not Churned,79,Stayed,5
6121-VZNQB,1,Competitor,Competitor made better offer,84,Churned,2
1728-BQDMA,0,Not Churned,Not Churned,26,Joined,3
6702-OHFWR,1,Other,Poor expertise of online support,91,Churned,3
3372-KWFBM,1,Dissatisfaction,Network reliability,81,Churned,3
1728-CXQBE,0,Not Churned,Not Churned,63,Stayed,3
3452-ABWRL,0,Not Churned,Not Churned,69,Stayed,3
1136-XGEQU,0,Not Churned,Not Churned,43,Stayed,3
8434-PNQZX,0,Not Churned,Not Churned,30,Stayed,4
9754-CLVZW,0,Not Churned,Not Churned,43,Stayed,4
3097-NNSPB,1,Competitor,Competitor had better devices,91,Churned,1
3486-KHMLI,0,Not Churned,Not Churned,54,Stayed,4
9257-AZMTZ,0,Not Churned,Not Churned,71,Stayed,4
8717-VCTXJ,0,Not Churned,Not Churned,43,Stayed,3
1925-GMVBW,0,Not Churned,Not Churned,23,Stayed,3
2507-QZPQS,0,Not Churned,Not Churned,23,Stayed,5
2931-XIQBR,0,Not Churned,Not Churned,72,Stayed,4
2786-GCDPI,0,Not Churned,Not Churned,39,Stayed,5
2027-OAQQC,1,Competitor,Competitor offered more data,92,Churned,1
7706-DZNKK,0,Not Churned,Not Churned,29,Stayed,4
2418-TPEUN,0,Not Churned,Not Churned,59,Stayed,3
2988-GBIVW,0,Not Churned,Not Churned,64,Stayed,4
0322-YINQP,1,Attitude,Attitude of support person,77,Churned,1
2573-GYRUU,0,Not Churned,Not Churned,60,Stayed,4
7100-FQPRV,0,Not Churned,Not Churned,23,Stayed,3
7874-ECPQJ,0,Not Churned,Not Churned,57,Stayed,5
9776-CLUJA,1,Competitor,Competitor offered more data,96,Churned,1
4883-KCPZJ,0,Not Churned,Not Churned,75,Stayed,3
9405-GPBBG,0,Not Churned,Not Churned,64,Stayed,5
9699-UBQFS,0,Not Churned,Not Churned,32,Stayed,3
0428-IKYCP,0,Not Churned,Not Churned,49,Stayed,4
4860-YZGZM,0,Not Churned,Not Churned,63,Stayed,3
2005-DWQZJ,0,Not Churned,Not Churned,47,Stayed,3
6248-BSHKG,0,Not Churned,Not Churned,77,Stayed,3
1984-GPTEH,0,Not Churned,Not Churned,46,Stayed,4
9626-VFRGG,0,Not Churned,Not Churned,27,Stayed,3
7924-GJZFI,0,Not Churned,Not Churned,50,Stayed,4
2521-NPUZR,0,Not Churned,Not Churned,48,Stayed,3
4029-HPFVY,0,Not Churned,Not Churned,67,Joined,4
6377-WHAOX,0,Not Churned,Not Churned,32,Stayed,3
3082-VQXNH,0,Not Churned,Not Churned,32,Joined,3
1689-YQBYY,0,Not Churned,Not Churned,61,Stayed,3
2055-PDADH,1,Other,Don't know,67,Churned,3
4979-HPRFL,0,Not Churned,Not Churned,21,Stayed,4
0106-GHRQR,0,Not Churned,Not Churned,39,Stayed,5
9938-PRCVK,0,Not Churned,Not Churned,52,Stayed,3
1415-YFWLT,1,Competitor,Competitor had better devices,85,Churned,1
5756-OZRIO,0,Not Churned,Not Churned,29,Stayed,4
4351-QLCSU,1,Price,Long distance charges,91,Churned,1
8015-IHCGW,0,Not Churned,Not Churned,65,Stayed,4
4632-PAOYU,0,Not Churned,Not Churned,61,Stayed,3
9680-NIAUV,0,Not Churned,Not Churned,74,Stayed,4
2480-JZOSN,0,Not Churned,Not Churned,59,Joined,4
6994-ORCWG,0,Not Churned,Not Churned,44,Stayed,5
5774-XZTQC,0,Not Churned,Not Churned,75,Stayed,4
2122-SZZZD,0,Not Churned,Not Churned,35,Stayed,4
2040-OBMLJ,0,Not Churned,Not Churned,68,Stayed,5
5494-WOZRZ,0,Not Churned,Not Churned,72,Stayed,3
6769-DYBQN,1,Attitude,Attitude of support person,71,Churned,1
0265-EDXBD,1,Attitude,Attitude of support person,69,Churned,2
8749-CLJXC,0,Not Churned,Not Churned,79,Joined,5
7820-ZYGNY,0,Not Churned,Not Churned,23,Stayed,3
4676-MQUEA,0,Not Churned,Not Churned,25,Stayed,3
1423-BMPBQ,0,Not Churned,Not Churned,44,Joined,4
9500-LTVBP,0,Not Churned,Not Churned,31,Stayed,5
4576-CSAJH,1,Competitor,Competitor made better offer,90,Churned,3
6086-ESGRL,1,Attitude,Attitude of support person,72,Churned,1
2111-DWYHN,0,Not Churned,Not Churned,52,Joined,5
8952-WCVCD,0,Not Churned,Not Churned,65,Stayed,3
1028-FFNJK,0,Not Churned,Not Churned,73,Stayed,5
3757-NJYBX,1,Other,Moved,65,Churned,2
9975-GPKZU,0,Not Churned,Not Churned,56,Stayed,4
2215-ZAFGX,0,Not Churned,Not Churned,69,Stayed,5
9780-FKVVF,0,Not Churned,Not Churned,72,Stayed,3
2302-ANTDP,1,Competitor,Competitor offered more data,67,Churned,1
3211-ILJTT,1,Competitor,Competitor had better devices,67,Churned,1
0013-MHZWF,0,Not Churned,Not Churned,55,Stayed,3
0379-DJQHR,0,Not Churned,Not Churned,51,Stayed,3
2284-VFLKH,0,Not Churned,Not Churned,43,Stayed,3
7821-DPRQE,0,Not Churned,Not Churned,53,Stayed,3
9993-LHIEB,0,Not Churned,Not Churned,59,Stayed,3
8679-JOEVF,1,Price,Price too high,87,Churned,1
2703-AMTUL,0,Not Churned,Not Churned,37,Stayed,4
1702-CCFNJ,0,Not Churned,Not Churned,49,Stayed,3
8617-ENBDS,0,Not Churned,Not Churned,53,Joined,5
6490-FGZAT,0,Not Churned,Not Churned,79,Stayed,5
2519-FAKOD,1,Competitor,Competitor had better devices,76,Churned,1
0187-QSXOE,0,Not Churned,Not Churned,36,Stayed,4
7644-OMVMY,0,Not Churned,Not Churned,53,Stayed,3
9638-JIQYA,0,Not Churned,Not Churned,41,Joined,3
5022-JNQEQ,0,Not Churned,Not Churned,51,Stayed,5
0195-IESCP,1,Competitor,Competitor offered more data,75,Churned,3
3104-OWCGK,1,Other,Moved,76,Churned,3
9796-MVYXX,0,Not Churned,Not Churned,47,Stayed,4
3911-RSNHI,0,Not Churned,Not Churned,37,Stayed,4
4753-PADAS,0,Not Churned,Not Churned,68,Stayed,4
1335-NTIUC,0,Not Churned,Not Churned,24,Stayed,5
7317-GGVPB,1,Dissatisfaction,Product dissatisfaction,90,Churned,1
0327-WFZSY,0,Not Churned,Not Churned,64,Stayed,3
0301-KOBTQ,0,Not Churned,Not Churned,20,Stayed,5
0727-BNRLG,0,Not Churned,Not Churned,20,Stayed,3
4825-FUREZ,0,Not Churned,Not Churned,61,Stayed,5
2649-HWLYB,0,Not Churned,Not Churned,46,Stayed,4
7176-WRTNX,0,Not Churned,Not Churned,26,Stayed,3
0048-PIHNL,0,Not Churned,Not Churned,20,Stayed,3
7693-LCKZL,1,Competitor,Competitor had better devices,84,Churned,1
1760-CAZHT,0,Not Churned,Not Churned,60,Stayed,5
7074-IEVOJ,1,Dissatisfaction,Product dissatisfaction,91,Churned,1
4893-GYUJU,0,Not Churned,Not Churned,39,Stayed,3
2685-SREOM,1,Competitor,Competitor had better devices,96,Churned,1
9958-MEKUC,0,Not Churned,Not Churned,26,Stayed,3
2709-UQGNP,0,Not Churned,Not Churned,45,Stayed,4
2675-IJRGJ,0,Not Churned,Not Churned,68,Stayed,3
3208-YPIOE,1,Competitor,Competitor made better offer,96,Churned,3
5402-HTOTQ,0,Not Churned,Not Churned,25,Stayed,5
7502-BNYGS,0,Not Churned,Not Churned,53,Stayed,5
9426-SXNHE,0,Not Churned,Not Churned,23,Joined,4
3195-TQDZX,0,Not Churned,Not Churned,42,Joined,5
6860-YRJZP,0,Not Churned,Not Churned,51,Stayed,5
3891-PUQOD,1,Dissatisfaction,Service dissatisfaction,65,Churned,1
3422-LYEPQ,1,Attitude,Attitude of support person,89,Churned,2
8393-DLHGA,1,Competitor,Competitor offered more data,68,Churned,1
2739-CACDQ,0,Not Churned,Not Churned,26,Stayed,4
1172-VIYBP,0,Not Churned,Not Churned,22,Stayed,3
5875-YPQFJ,1,Competitor,Competitor offered higher download speeds,84,Churned,3
4806-HIPDW,1,Dissatisfaction,Limited range of services,75,Churned,2
6766-HFKLA,0,Not Churned,Not Churned,34,Stayed,5
6388-TABGU,0,Not Churned,Not Churned,58,Stayed,4
0203-HHYIJ,1,Price,Long distance charges,79,Churned,3
4807-IZYOZ,0,Not Churned,Not Churned,70,Stayed,3
3487-EARAT,0,Not Churned,Not Churned,43,Stayed,3
4256-ZWTZI,0,Not Churned,Not Churned,52,Stayed,4
6844-DZKRF,0,Not Churned,Not Churned,59,Joined,4
9214-EKVXR,0,Not Churned,Not Churned,75,Joined,4
4334-HOWRP,0,Not Churned,Not Churned,78,Stayed,3
7905-NJMXS,0,Not Churned,Not Churned,74,Stayed,4
0303-UNCIP,0,Not Churned,Not Churned,57,Stayed,4
2675-DHUTR,0,Not Churned,Not Churned,21,Stayed,3
5649-ANRML,1,Other,Poor expertise of online support,90,Churned,3
8388-FYNPZ,0,Not Churned,Not Churned,51,Stayed,3
0979-MOZQI,0,Not Churned,Not Churned,54,Stayed,4
5951-AOFIH,0,Not Churned,Not Churned,69,Stayed,5
0872-CASZJ,0,Not Churned,Not Churned,29,Stayed,3
5136-KCKGI,1,Competitor,Competitor had better devices,76,Churned,2
9435-JMLSX,0,Not Churned,Not Churned,52,Stayed,4
2682-KEVRP,0,Not Churned,Not Churned,21,Stayed,3
4075-JFPGR,0,Not Churned,Not Churned,68,Stayed,3
3896-RCYYE,0,Not Churned,Not Churned,37,Stayed,5
2862-JVEOY,0,Not Churned,Not Churned,41,Stayed,5
8938-UMKPI,1,Competitor,Competitor had better devices,91,Churned,1
4238-JSSWH,0,Not Churned,Not Churned,35,Stayed,5
6532-YLWSI,1,Price,Price too high,78,Churned,3
4990-ALDGW,0,Not Churned,Not Churned,60,Stayed,3
1448-CYWKC,0,Not Churned,Not Churned,59,Stayed,4
9577-WJVCQ,0,Not Churned,Not Churned,24,Stayed,3
5423-BHIXO,0,Not Churned,Not Churned,43,Stayed,5
5377-NDTOU,0,Not Churned,Not Churned,39,Stayed,3
0420-BWTPW,1,Attitude,Attitude of support person,78,Churned,2
0197-PNKNK,0,Not Churned,Not Churned,49,Stayed,3
9647-ERGBE,1,Competitor,Competitor had better devices,91,Churned,1
6921-OZMFH,0,Not Churned,Not Churned,46,Stayed,3
1444-VVSGW,1,Dissatisfaction,Product dissatisfaction,91,Churned,2
6174-NRBTZ,0,Not Churned,Not Churned,42,Stayed,3
6445-TNRXS,0,Not Churned,Not Churned,59,Stayed,3
6635-MYYYZ,1,Competitor,Competitor made better offer,73,Churned,2
8305-VHZBZ,1,Price,Long distance charges,92,Churned,1
9814-AOUDH,0,Not Churned,Not Churned,57,Stayed,5
2178-PMGCJ,0,Not Churned,Not Churned,32,Stayed,3
1905-OEILC,0,Not Churned,Not Churned,33,Joined,5
1850-AKQEP,0,Not Churned,Not Churned,42,Stayed,3
3363-EWLGO,0,Not Churned,Not Churned,67,Stayed,3
4729-XKASR,1,Competitor,Competitor had better devices,96,Churned,1
3957-SQXML,0,Not Churned,Not Churned,62,Stayed,3
4678-DVQEO,1,Competitor,Competitor made better offer,71,Churned,1
9135-HSWOC,0,Not Churned,Not Churned,79,Stayed,5
5229-DTFYB,0,Not Churned,Not Churned,69,Stayed,4
2207-NHRJK,1,Competitor,Competitor had better devices,85,Churned,1
8409-WQJUX,0,Not Churned,Not Churned,24,Stayed,3
9985-MWVIX,1,Competitor,Competitor had better devices,90,Churned,1
3629-WEAAM,0,Not Churned,Not Churned,25,Stayed,5
1619-YWUBB,0,Not Churned,Not Churned,72,Stayed,5
6682-VCIXC,0,Not Churned,Not Churned,43,Stayed,3
8123-QBNAZ,0,Not Churned,Not Churned,49,Stayed,3
6892-XPFPU,1,Competitor,Competitor offered higher download speeds,80,Churned,1
1090-PYKCI,0,Not Churned,Not Churned,27,Stayed,3
7740-BTPUX,0,Not Churned,Not Churned,56,Stayed,5
8348-HFYIV,1,Dissatisfaction,Limited range of services,90,Churned,3
3800-LYTRK,0,Not Churned,Not Churned,57,Stayed,4
6615-ZGEDR,1,Attitude,Attitude of service provider,90,Churned,2
8901-HJXTF,1,Competitor,Competitor made better offer,94,Churned,1
7009-LGECI,0,Not Churned,Not Churned,78,Stayed,4
3566-HJGPK,0,Not Churned,Not Churned,31,Joined,4
6646-QVXLR,1,Competitor,Competitor had better devices,91,Churned,1
8042-RNLKO,0,Not Churned,Not Churned,48,Stayed,3
7520-HQWJU,0,Not Churned,Not Churned,26,Stayed,3
5170-PTRKA,0,Not Churned,Not Churned,69,Stayed,4
2946-KIQSP,0,Not Churned,Not Churned,66,Stayed,5
9968-FFVVH,0,Not Churned,Not Churned,40,Stayed,3
2088-IEBAU,0,Not Churned,Not Churned,46,Stayed,3
8262-COGGB,0,Not Churned,Not Churned,48,Joined,3
3865-QBWSJ,0,Not Churned,Not Churned,41,Stayed,3
6818-DJXAA,0,Not Churned,Not Churned,50,Stayed,3
6685-XSHHU,0,Not Churned,Not Churned,51,Stayed,5
1752-OZXFY,0,Not Churned,Not Churned,63,Stayed,3
5696-EXCYS,0,Not Churned,Not Churned,29,Stayed,4
8851-RAGOV,0,Not Churned,Not Churned,63,Stayed,4
3115-JPJDD,0,Not Churned,Not Churned,58,Stayed,3
0447-RXSGD,0,Not Churned,Not Churned,47,Stayed,3
6322-PJJDJ,0,Not Churned,Not Churned,29,Stayed,4
7993-NQLJE,0,Not Churned,Not Churned,60,Stayed,4
5562-BETPV,0,Not Churned,Not Churned,53,Joined,3
8749-JMNKX,1,Dissatisfaction,Limited range of services,83,Churned,1
5176-LMJXE,0,Not Churned,Not Churned,53,Stayed,4
0325-XBFAC,1,Competitor,Competitor offered more data,94,Churned,1
4350-ZTLPI,0,Not Churned,Not Churned,36,Stayed,4
5133-VRSAB,0,Not Churned,Not Churned,59,Stayed,4
1794-SWWKL,0,Not Churned,Not Churned,75,Stayed,4
1583-IHQZE,1,Attitude,Attitude of support person,90,Churned,2
4559-UWIHT,0,Not Churned,Not Churned,79,Stayed,5
4619-EVPHY,0,Not Churned,Not Churned,57,Stayed,5
3133-PZNSR,0,Not Churned,Not Churned,46,Stayed,3
4774-HHGGS,0,Not Churned,Not Churned,28,Stayed,4
4039-HEUNW,1,Price,Lack of affordable download/upload speed,82,Churned,3
3946-MHCZW,1,Attitude,Attitude of support person,83,Churned,1
4854-SSLTN,0,Not Churned,Not Churned,61,Joined,4
6833-JMZYP,0,Not Churned,Not Churned,77,Stayed,3
8100-HZZLJ,0,Not Churned,Not Churned,55,Stayed,3
3565-UNOCC,1,Competitor,Competitor offered higher download speeds,82,Churned,1
2778-OCLGR,1,Competitor,Competitor had better devices,89,Churned,1
9168-INPSZ,0,Not Churned,Not Churned,32,Stayed,4
7114-AEOZE,0,Not Churned,Not Churned,58,Stayed,4
1465-LNTLJ,0,Not Churned,Not Churned,78,Stayed,5
8375-KVTHK,0,Not Churned,Not Churned,39,Stayed,4
0959-WHOKV,0,Not Churned,Not Churned,46,Stayed,3
3709-OIJEA,0,Not Churned,Not Churned,52,Stayed,5
6641-XRPSU,1,Competitor,Competitor offered more data,93,Churned,2
4903-UYAVB,1,Competitor,Competitor made better offer,90,Churned,1
8840-DQLGN,1,Attitude,Attitude of support person,81,Churned,1
8532-UEFWH,0,Not Churned,Not Churned,21,Stayed,3
7817-BOQPW,1,Competitor,Competitor made better offer,77,Churned,2
2380-DAMQP,0,Not Churned,Not Churned,67,Stayed,4
8263-QMNTJ,0,Not Churned,Not Churned,58,Stayed,3
3198-VELRD,1,Competitor,Competitor had better devices,91,Churned,1
7781-EWARA,0,Not Churned,Not Churned,56,Stayed,3
3363-DTIVD,0,Not Churned,Not Churned,63,Stayed,3
0685-MLYYM,1,Price,Long distance charges,96,Churned,2
3889-VWBID,0,Not Churned,Not Churned,42,Stayed,4
9693-XMUOB,0,Not Churned,Not Churned,27,Stayed,4
8668-KNZTI,0,Not Churned,Not Churned,23,Stayed,3
5397-NSKQG,0,Not Churned,Not Churned,62,Stayed,4
4818-QIUFN,1,Attitude,Attitude of support person,95,Churned,1
7550-WIQVA,0,Not Churned,Not Churned,71,Stayed,4
9894-EZEWG,1,Competitor,Competitor had better devices,69,Churned,1
4518-FZBSX,0,Not Churned,Not Churned,64,Stayed,4
9488-HGMJH,1,Competitor,Competitor made better offer,85,Churned,3
8436-BJUMM,1,Competitor,Competitor offered higher download speeds,84,Churned,3
6629-CZTTH,1,Dissatisfaction,Product dissatisfaction,79,Churned,1
3938-YFPXD,0,Not Churned,Not Churned,35,Stayed,4
9063-ZGTUY,1,Price,Long distance charges,82,Churned,3
8661-BOYNW,0,Not Churned,Not Churned,44,Stayed,3
4998-IKFSE,0,Not Churned,Not Churned,32,Stayed,5
5140-FOMCQ,0,Not Churned,Not Churned,67,Stayed,4
1057-FOGLZ,0,Not Churned,Not Churned,20,Stayed,3
3723-BFBGR,0,Not Churned,Not Churned,25,Stayed,5
7159-FVYPK,0,Not Churned,Not Churned,22,Joined,3
5419-JKZNQ,0,Not Churned,Not Churned,49,Stayed,3
9953-ZMKSM,0,Not Churned,Not Churned,79,Stayed,4
0504-HHAPI,1,Other,Don't know,96,Churned,3
1985-MBRYP,0,Not Churned,Not Churned,41,Stayed,3
2592-SEIFQ,1,Competitor,Competitor offered higher download speeds,69,Churned,2
2569-WGERO,0,Not Churned,Not Churned,45,Stayed,5
4459-BBGHE,0,Not Churned,Not Churned,58,Stayed,4
8120-JDCAM,0,Not Churned,Not Churned,44,Stayed,4
0491-KAPQG,0,Not Churned,Not Churned,39,Stayed,5
9079-LWTFD,0,Not Churned,Not Churned,27,Stayed,3
7243-LCGGZ,0,Not Churned,Not Churned,72,Joined,5
0219-QAERP,0,Not Churned,Not Churned,74,Stayed,5
0868-VJRDR,0,Not Churned,Not Churned,36,Stayed,4
5837-LXSDN,0,Not Churned,Not Churned,25,Stayed,4
5627-TVBPP,0,Not Churned,Not Churned,72,Stayed,4
8696-JKZNU,1,Other,Don't know,91,Churned,3
5975-BAICR,0,Not Churned,Not Churned,31,Stayed,3
6007-TCTST,0,Not Churned,Not Churned,39,Stayed,3
8608-OZTLB,0,Not Churned,Not Churned,59,Stayed,3
3482-ABPKK,0,Not Churned,Not Churned,30,Stayed,3
3653-NCRDJ,0,Not Churned,Not Churned,74,Stayed,4
2176-LVPNX,0,Not Churned,Not Churned,33,Stayed,3
3717-OFRTN,0,Not Churned,Not Churned,43,Joined,5
7136-IHZJA,0,Not Churned,Not Churned,43,Stayed,4
8357-EQXFO,1,Competitor,Competitor made better offer,92,Churned,2
2202-CUYXZ,1,Competitor,Competitor had better devices,77,Churned,1
8089-UZWLX,0,Not Churned,Not Churned,70,Stayed,5
8200-LGKSR,0,Not Churned,Not Churned,73,Stayed,3
9318-NKNFC,1,Dissatisfaction,Service dissatisfaction,90,Churned,1
5568-DMXZS,0,Not Churned,Not Churned,80,Stayed,5
0218-QNVAS,0,Not Churned,Not Churned,37,Stayed,5
7627-JKIAZ,1,Competitor,Competitor offered higher download speeds,90,Churned,3
7580-UGXNC,1,Price,Extra data charges,96,Churned,1
0311-QYWSS,0,Not Churned,Not Churned,60,Stayed,3
9700-ISPUP,0,Not Churned,Not Churned,44,Stayed,5
3097-IDVPU,0,Not Churned,Not Churned,76,Stayed,5
0870-VEMYL,1,Competitor,Competitor offered higher download speeds,74,Churned,1
0781-LKXBR,1,Competitor,Competitor had better devices,70,Churned,1
6918-UMQCG,0,Not Churned,Not Churned,46,Stayed,3
8158-WPEZG,0,Not Churned,Not Churned,61,Stayed,4
0366-NQSHS,0,Not Churned,Not Churned,52,Joined,3
0621-TSSMU,0,Not Churned,Not Churned,65,Stayed,5
1157-BQCUW,1,Competitor,Competitor had better devices,82,Churned,1
0336-PIKEI,0,Not Churned,Not Churned,58,Stayed,4
4536-PLEQY,0,Not Churned,Not Churned,80,Stayed,3
4538-WNTMJ,0,Not Churned,Not Churned,58,Stayed,3
4301-VVZKA,0,Not Churned,Not Churned,51,Stayed,5
2542-HYGIQ,0,Not Churned,Not Churned,48,Joined,5
4353-HYOJD,0,Not Churned,Not Churned,75,Stayed,3
5329-KRDTM,0,Not Churned,Not Churned,29,Stayed,4
9093-FPDLG,0,Not Churned,Not Churned,52,Stayed,3
4194-FJARJ,0,Not Churned,Not Churned,52,Stayed,3
3522-CDKHF,0,Not Churned,Not Churned,76,Stayed,3
3933-DQPWX,0,Not Churned,Not Churned,49,Stayed,3
2452-MRMZF,0,Not Churned,Not Churned,21,Stayed,3
0365-GXEZS,0,Not Churned,Not Churned,79,Stayed,5
3675-EQOZA,0,Not Churned,Not Churned,60,Stayed,4
7242-EDTYC,0,Not Churned,Not Churned,40,Stayed,3
3173-NVMPX,0,Not Churned,Not Churned,80,Stayed,5
2789-CZANW,0,Not Churned,Not Churned,45,Stayed,3
3638-DIMPH,0,Not Churned,Not Churned,40,Stayed,3
8937-RDTHP,1,Dissatisfaction,Poor expertise of phone support,66,Churned,2
1140-UKVZG,0,Not Churned,Not Churned,66,Stayed,5
5304-EFJLP,0,Not Churned,Not Churned,36,Stayed,4
4891-NLUBA,0,Not Churned,Not Churned,20,Stayed,3
5286-YHCVC,0,Not Churned,Not Churned,21,Stayed,4
0897-FEGMU,1,Dissatisfaction,Network reliability,84,Churned,3
8189-DUKMV,0,Not Churned,Not Churned,80,Stayed,5
8445-DNBAE,0,Not Churned,Not Churned,61,Joined,4
7576-OYWBN,1,Competitor,Competitor had better devices,67,Churned,1
9334-GWGOW,0,Not Churned,Not Churned,44,Stayed,4
5655-JSMZM,1,Attitude,Attitude of support person,74,Churned,2
2796-NNUFI,0,Not Churned,Not Churned,80,Stayed,5
7581-EBBOU,0,Not Churned,Not Churned,62,Stayed,3
2805-AUFQN,0,Not Churned,Not Churned,20,Stayed,3
