Customer ID,Phone Service,Multiple Lines,Internet Service,Internet Type,Streaming TV,Streaming Movies,Streaming Music,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data
1810-BOHSY,1,1,1,Fiber Optic,0,1,1,1,1,0,0,1
0121-SNYRK,0,0,1,DSL,0,0,0,1,0,0,1,1
8292-FRFZQ,0,0,1,DSL,0,0,0,1,1,0,1,1
1090-ESELR,1,0,1,Fiber Optic,1,1,1,1,1,0,1,1
3030-YDNRM,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
5640-CAXOA,0,0,1,Cable,0,1,1,0,0,0,1,1
7665-TOALD,1,0,1,Fiber Optic,0,0,1,0,0,0,0,1
4140-MUHUG,1,0,1,Fiber Optic,1,0,0,0,0,1,0,1
6029-CSMJE,0,0,1,Cable,0,0,0,0,0,0,0,1
7338-ERIVA,0,0,1,DSL,1,0,0,1,0,0,1,1
0516-VRYBW,1,0,0,No internet,0,0,0,0,0,0,0,0
9897-KXHCM,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
5550-VFRLC,1,0,1,Fiber Optic,0,0,0,0,0,0,0,0
7501-IWUNG,1,0,1,DSL,1,1,1,0,0,1,1,0
1910-FMXJM,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
1626-ERCMM,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
6061-PQHMK,1,0,0,No internet,0,0,0,0,0,0,0,0
3118-UHVVQ,1,1,0,No internet,0,0,0,0,0,0,0,0
4958-XCBDQ,1,1,1,Fiber Optic,1,1,0,0,0,1,0,1
7694-VLBWQ,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
3170-NMYVV,1,0,0,No internet,0,0,0,0,0,0,0,0
6738-ISCBM,0,0,1,Cable,1,1,1,1,0,1,0,1
6718-BDGHG,1,1,1,DSL,1,0,0,0,0,0,1,1
3466-BYAVD,1,0,1,Cable,0,1,1,0,1,1,1,1
3402-XRIUO,1,1,1,DSL,0,0,0,1,1,0,1,1
3452-SRFEG,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
5028-GZLDO,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
6701-DHKWQ,0,0,1,DSL,1,0,0,0,1,1,1,1
6128-AQBMT,0,0,1,Cable,1,1,1,0,1,1,0,1
5827-MWCZK,1,1,1,Fiber Optic,1,0,0,0,1,0,1,1
0432-CAJZV,1,0,1,Fiber Optic,1,1,1,0,0,0,0,1
2680-XKKNJ,1,0,1,DSL,0,0,0,1,1,0,1,0
8685-WHQPW,1,1,1,Fiber Optic,0,0,0,0,0,0,0,0
2085-BOJKI,1,0,1,Fiber Optic,1,1,1,0,0,1,0,1
5897-ZYEKH,1,1,1,Fiber Optic,1,1,1,1,1,0,0,1
6476-YHMGA,1,0,1,DSL,1,1,1,0,1,1,1,1
8647-SDTWQ,1,1,1,Fiber Optic,0,0,0,0,0,0,0,0
0229-LFJAF,1,1,1,DSL,0,0,0,1,1,1,1,1
5828-AVIPD,1,1,1,Fiber Optic,1,1,1,0,0,0,1,1
7353-YOWFP,1,0,0,No internet,0,0,0,0,0,0,0,0
4439-JMPMT,1,0,1,Fiber Optic,1,0,0,0,0,0,1,1
2694-CIUMO,1,1,1,Fiber Optic,0,0,0,0,0,0,1,1
3967-VQOGC,1,1,0,No internet,0,0,0,0,0,0,0,0
9774-NRNAU,1,1,1,DSL,1,1,0,0,1,1,1,1
7923-IYJWY,1,1,1,Fiber Optic,1,1,0,1,1,1,1,0
8208-EUMTE,0,0,1,DSL,1,0,0,1,1,1,1,1
2254-DLXRI,1,1,1,Fiber Optic,0,0,0,0,1,0,0,0
3190-ITQXP,1,0,0,No internet,0,0,0,0,0,0,0,0
5793-YOLJN,1,0,0,No internet,0,0,0,0,0,0,0,0
2408-WITXK,0,0,1,DSL,0,1,0,0,0,0,0,1
7634-HLQJR,1,0,0,No internet,0,0,0,0,0,0,0,0
5887-IKKYO,1,1,1,Fiber Optic,0,1,1,0,0,1,1,1
2800-QQUSO,1,1,1,Fiber Optic,1,1,1,0,0,0,1,1
6653-CBBOM,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
7142-HVGBG,1,1,1,Fiber Optic,1,1,0,0,1,1,0,1
3606-SBKRY,0,0,1,DSL,1,1,1,0,0,1,0,1
6927-WTFIV,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
6897-RWMUB,1,0,1,DSL,0,0,0,1,1,1,1,1
6668-CNMFP,1,1,1,Fiber Optic,0,1,1,0,0,0,1,1
0430-IHCDJ,1,1,1,DSL,0,0,0,0,0,0,0,1
0991-BRRFB,1,0,1,DSL,0,0,0,1,0,0,0,1
8049-WJCLQ,1,0,1,DSL,1,0,0,0,0,1,0,1
2239-CFOUJ,1,0,0,No internet,0,0,0,0,0,0,0,0
8003-EWNDZ,1,0,0,No internet,0,0,0,0,0,0,0,0
2369-UAPKZ,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
2197-OMWGI,0,0,1,DSL,1,1,1,0,1,1,0,1
6311-UEUME,1,0,1,Fiber Optic,1,0,0,0,0,0,0,1
5012-YSPJJ,1,0,1,DSL,0,0,0,0,0,1,1,1
2812-REYAT,1,0,0,No internet,0,0,0,0,0,0,0,0
0253-ZTEOB,1,1,1,DSL,1,1,1,0,1,0,1,1
1568-LJSZU,1,1,1,DSL,1,1,1,1,1,1,1,1
0378-NHQXU,1,1,1,Fiber Optic,1,0,0,0,0,1,0,1
8908-NMQTX,0,0,1,Cable,1,1,1,1,1,1,1,1
5243-SAOTC,1,1,1,Fiber Optic,0,0,0,0,1,0,0,1
8069-YQQAJ,0,0,1,Cable,0,0,0,0,1,0,0,1
4183-MYFRB,1,0,1,Fiber Optic,0,1,1,0,1,1,0,0
2239-JALAW,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
7593-XFKDI,1,0,1,DSL,0,0,0,0,0,0,0,1
5606-AMZBO,1,1,1,Fiber Optic,0,0,0,1,0,0,0,1
7228-OMTPN,1,0,1,Fiber Optic,1,1,1,0,0,0,0,1
0581-BXBUB,1,0,1,Fiber Optic,0,0,0,0,1,0,0,1
9314-QDMDW,1,0,1,Cable,1,0,0,0,1,0,0,1
2476-YGEFM,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
2114-MGINA,1,0,1,Fiber Optic,1,1,1,0,0,0,0,1
6559-PDZLR,1,0,1,Fiber Optic,1,1,1,0,0,1,1,1
3786-WOVKF,1,1,1,Fiber Optic,1,1,1,1,1,0,0,0
4097-YODCF,1,1,1,Fiber Optic,1,1,1,1,1,0,0,1
6654-QGBZZ,1,0,0,No internet,0,0,0,0,0,0,0,0
8099-MZPUJ,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
3677-IYRBF,0,0,1,DSL,0,0,0,0,0,1,0,1
2516-VQRRV,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
3663-MITLP,1,0,1,Fiber Optic,1,1,1,0,1,1,0,1
8610-ZIKJJ,1,0,0,No internet,0,0,0,0,0,0,0,0
3063-QFSZL,1,0,1,Cable,0,1,1,0,0,0,0,1
5533-RJFTJ,0,0,1,Cable,0,0,0,0,0,1,0,1
3466-RITXD,1,1,1,Fiber Optic,1,0,0,1,1,0,0,1
8735-DCXNF,1,0,1,DSL,0,0,0,1,0,0,1,1
0696-UKTOX,1,0,1,Cable,0,0,0,0,1,0,1,0
2625-TRCZQ,0,0,1,DSL,1,1,1,0,1,0,0,1
7508-SMHXL,1,1,1,Fiber Optic,1,0,0,0,1,0,0,1
2749-CTKAJ,1,0,0,No internet,0,0,0,0,0,0,0,0
3841-NFECX,1,1,1,Fiber Optic,0,0,0,1,1,1,1,1
3255-GRXMG,1,0,1,DSL,0,0,0,0,0,0,0,0
9269-CQOOL,1,0,1,DSL,1,0,0,0,0,0,0,1
0174-QRVVY,1,1,0,No internet,0,0,0,0,0,0,0,0
9593-CVZKR,1,1,0,No internet,0,0,0,0,0,0,0,0
5883-GTGVD,1,1,1,Fiber Optic,1,1,1,0,1,0,0,1
6862-CQUMB,1,0,1,Fiber Optic,1,1,1,0,1,0,0,1
6685-GBWJZ,1,0,1,Cable,1,0,0,1,1,0,1,1
2722-JMONI,1,0,1,Cable,0,0,0,1,0,0,0,1
7449-HVPIV,1,1,1,Fiber Optic,1,0,0,0,0,1,0,1
6022-UGGSO,1,0,1,Fiber Optic,0,0,0,0,1,0,0,1
1436-ZMJAN,1,0,1,Cable,1,1,1,0,0,1,0,1
6963-KQYQB,1,1,0,No internet,0,0,0,0,0,0,0,0
7010-ZMVBF,1,0,0,No internet,0,0,0,0,0,0,0,0
8779-QRDMV,0,0,1,DSL,0,1,0,0,0,1,0,0
7492-TAFJD,0,0,1,Cable,0,0,0,1,1,1,0,1
0058-EVZWM,1,1,1,Fiber Optic,1,0,0,1,0,0,0,1
6461-SZMCV,1,1,1,DSL,1,1,1,1,1,1,1,1
7075-BNDVQ,0,0,1,DSL,0,0,0,1,0,1,0,0
5136-GFPMB,1,1,1,Fiber Optic,0,1,1,0,0,1,0,1
9715-WZCLW,1,1,1,Fiber Optic,1,1,1,1,0,0,0,1
7266-GSSJX,1,0,0,No internet,0,0,0,0,0,0,0,0
7339-POGZN,1,1,1,DSL,0,0,0,0,0,0,0,1
3253-HKOKL,1,0,1,Fiber Optic,1,1,1,1,0,1,0,1
0057-QBUQH,1,1,0,No internet,0,0,0,0,0,0,0,0
5192-EBGOV,1,1,1,Fiber Optic,1,0,0,0,0,0,0,1
1730-ZMAME,1,0,1,Fiber Optic,0,1,0,0,0,0,0,1
6997-UVGOX,1,0,1,DSL,1,1,1,1,1,1,1,1
2472-OVKUP,1,0,1,Fiber Optic,0,1,1,0,1,1,0,1
3230-IUALN,1,0,1,Cable,1,1,1,1,0,1,1,1
4312-KFRXN,1,1,0,No internet,0,0,0,0,0,0,0,0
6016-NXBNJ,1,0,0,No internet,0,0,0,0,0,0,0,0
5018-GWURO,1,1,1,Fiber Optic,1,0,0,0,0,0,0,1
6475-VHUIZ,1,0,1,Cable,0,0,0,0,0,1,1,1
8659-IOOPU,1,1,1,Fiber Optic,0,1,1,1,0,1,1,1
7064-FRRSW,1,1,1,Fiber Optic,1,1,0,0,1,0,0,1
3910-MRQOY,1,0,0,No internet,0,0,0,0,0,0,0,0
7771-ZONAT,0,0,1,DSL,1,1,1,0,0,1,1,1
0719-SYFRB,1,1,1,DSL,0,0,0,1,0,1,1,1
4670-TABXH,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
8242-PDSGJ,0,0,1,DSL,0,0,0,1,0,1,1,1
4299-SIMNS,1,1,1,Fiber Optic,0,0,0,1,0,0,0,0
4832-VRBMR,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
9705-ZJBCG,1,0,1,DSL,0,0,0,1,0,0,1,1
6128-CZOMY,1,0,1,Cable,0,0,0,0,0,0,0,1
9068-FHQHD,1,0,0,No internet,0,0,0,0,0,0,0,0
3785-NRHYR,1,0,0,No internet,0,0,0,0,0,0,0,0
2219-MVUSO,1,0,1,Cable,0,0,0,0,0,0,0,1
8044-BGWPI,1,0,0,No internet,0,0,0,0,0,0,0,0
5501-TVMGM,1,0,1,DSL,0,1,1,0,0,0,0,0
3509-GWQGF,1,0,1,Fiber Optic,0,0,0,0,0,0,0,0
3006-XIMLN,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
3549-ZTMNH,1,1,0,No internet,0,0,0,0,0,0,0,0
7963-SHNDT,0,0,1,DSL,0,0,0,1,1,0,1,0
4521-WFJAI,1,1,0,No internet,0,0,0,0,0,0,0,0
0952-KMEEH,1,1,1,Fiber Optic,1,1,1,1,0,0,0,0
7181-BQYBV,1,1,1,Fiber Optic,1,1,1,1,0,1,0,1
6243-OZGFH,0,0,1,DSL,1,1,1,0,0,0,0,0
0306-JAELE,1,0,1,Fiber Optic,1,1,1,0,0,0,1,1
2439-QKJUL,1,0,0,No internet,0,0,0,0,0,0,0,0
3566-CAAYU,0,0,1,DSL,0,1,1,0,1,1,1,1
4360-QRAVE,0,0,1,DSL,0,0,0,0,1,1,0,1
9283-LZQOH,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
0613-WUXUM,1,0,0,No internet,0,0,0,0,0,0,0,0
6176-YJWAS,1,1,1,Fiber Optic,1,0,0,1,1,1,0,1
9907-SWKKF,0,0,1,DSL,0,0,0,0,0,0,0,1
8779-YIQQA,1,0,0,No internet,0,0,0,0,0,0,0,0
2897-DOVND,1,0,1,Fiber Optic,0,0,0,0,0,0,0,0
1635-FJFCC,1,0,1,DSL,0,0,0,0,0,0,0,1
6734-PSBAW,1,1,0,No internet,0,0,0,0,0,0,0,0
1133-KXCGE,1,0,0,No internet,0,0,0,0,0,0,0,0
8999-BOHSE,1,0,1,Fiber Optic,1,1,0,0,0,0,0,1
8263-JQAIK,0,0,1,DSL,0,0,0,0,0,0,0,1
9300-RENDD,1,0,1,Fiber Optic,1,0,0,0,0,0,0,1
1389-WNUIB,1,1,1,Cable,1,1,1,1,0,0,0,0
7881-EVUAD,0,0,1,DSL,0,1,1,1,1,0,0,1
0487-CRLZF,1,0,1,DSL,1,1,1,0,0,1,1,1
5312-IRCFR,1,1,1,Fiber Optic,0,1,1,0,1,1,0,1
2430-RRYUW,1,0,1,DSL,0,0,0,1,1,0,0,1
2478-EEWWM,0,0,1,DSL,1,1,1,0,0,0,0,0
1518-VOWAV,1,0,1,DSL,1,1,1,1,1,0,0,1
5202-IVJNU,0,0,1,DSL,0,0,0,0,0,1,0,0
9971-ZWPBF,1,1,1,Fiber Optic,1,1,1,0,1,1,1,0
8480-PPONV,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
5043-TRZWM,1,0,1,Fiber Optic,0,0,0,0,0,1,0,1
9860-LISIZ,1,0,0,No internet,0,0,0,0,0,0,0,0
1024-KPRBB,1,0,1,Fiber Optic,1,1,1,0,0,0,0,0
6169-PGNCD,1,0,1,DSL,1,0,0,1,1,1,1,1
0871-OPBXW,1,0,0,No internet,0,0,0,0,0,0,0,0
8543-MSDMF,1,0,1,Cable,1,1,1,1,0,1,0,1
3518-FSTWG,1,1,1,Fiber Optic,1,1,1,1,1,1,0,1
2774-LVQUS,1,1,1,Fiber Optic,0,0,0,0,0,1,1,0
2845-HSJCY,1,1,1,Fiber Optic,0,1,1,0,0,1,0,1
8270-RKSAP,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
2809-ZMYOQ,1,1,1,Fiber Optic,1,1,1,0,0,1,0,1
3351-NQLDI,1,1,1,Fiber Optic,0,1,1,1,0,0,1,1
0744-GKNGE,1,1,1,Fiber Optic,0,0,0,1,0,0,1,1
2001-MCUUW,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
9767-FFLEM,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
8985-OOPOS,1,0,1,DSL,1,1,1,0,0,1,1,1
4182-BGSIQ,1,0,0,No internet,0,0,0,0,0,0,0,0
3969-GYXEL,1,0,1,Fiber Optic,0,0,0,1,0,0,0,1
4853-RULSV,1,1,1,Fiber Optic,1,1,1,1,0,0,1,1
8728-SKJLR,1,0,1,Fiber Optic,0,0,0,0,0,0,1,1
0851-DFJKB,1,0,1,DSL,0,0,0,1,0,1,1,1
4116-TZAQJ,1,0,1,Fiber Optic,0,0,1,1,0,0,0,1
9730-DRTMJ,1,1,1,DSL,1,0,0,1,0,0,1,1
2139-FQHLM,1,0,1,Fiber Optic,1,0,0,0,0,1,1,1
0618-XWMSS,1,0,1,Fiber Optic,0,0,0,1,0,0,0,1
7758-UJWYS,0,0,1,DSL,1,0,0,0,0,0,1,1
6953-PBDIN,1,1,1,DSL,1,0,0,0,1,1,1,0
3878-AVSOQ,1,0,1,Fiber Optic,0,0,0,0,0,0,0,0
3346-BRMIS,0,0,1,DSL,1,1,1,0,0,1,0,1
6791-YBNAK,0,0,1,DSL,0,0,0,0,0,0,0,1
1403-GYAFU,1,0,0,No internet,0,0,0,0,0,0,0,0
3886-CERTZ,1,1,1,Fiber Optic,1,1,1,0,1,1,1,1
9261-WDCAF,1,0,1,DSL,0,1,1,0,0,0,0,1
8184-WMOFI,1,0,1,DSL,0,1,1,1,0,1,1,1
9114-VEPUF,1,1,1,Fiber Optic,0,1,1,1,1,0,0,1
7929-SKFGK,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
7493-TPUWZ,1,1,1,Fiber Optic,0,0,0,0,1,0,0,1
8709-KRDVL,1,1,1,Fiber Optic,1,1,1,0,1,0,0,1
4299-OPXEJ,1,0,0,No internet,0,0,0,0,0,0,0,0
5520-FVEWJ,1,1,1,Fiber Optic,0,0,1,0,1,1,0,1
5687-DKDTV,1,0,0,No internet,0,0,0,0,0,0,0,0
9518-RWHZL,1,1,1,Fiber Optic,1,1,1,0,0,1,0,1
1982-FEBTD,1,1,0,No internet,0,0,0,0,0,0,0,0
6467-CHFZW,1,1,1,Fiber Optic,1,1,1,0,1,0,0,1
2530-ENDWQ,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
9818-XQCUV,1,0,0,No internet,0,0,0,0,0,0,0,0
0280-XJGEX,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
8859-YSTWS,1,0,0,No internet,0,0,0,0,0,0,0,0
6384-VMJHP,1,0,1,Cable,0,1,1,1,1,1,1,1
7892-QVYKW,1,1,1,Fiber Optic,0,1,1,0,0,0,0,1
3678-MNGZX,1,0,0,No internet,0,0,0,0,0,0,0,0
7663-RGWBC,1,0,1,DSL,0,0,0,0,0,0,0,1
2282-YGNOR,1,0,1,DSL,0,0,0,1,0,1,1,1
0434-CSFON,1,1,1,Fiber Optic,1,1,1,0,0,1,0,1
5872-OEQNH,0,0,1,DSL,0,1,1,1,0,1,0,1
3927-NLNRY,1,0,1,Fiber Optic,1,1,1,0,1,0,0,1
3373-YZZYM,1,0,0,No internet,0,0,0,0,0,0,0,0
2645-QTLMB,1,0,1,Fiber Optic,1,1,1,0,1,0,0,1
8947-YRTDV,1,0,1,Fiber Optic,0,1,1,1,1,1,0,0
3810-DVDQQ,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
6067-NGCEU,1,1,1,Fiber Optic,1,1,1,1,1,1,0,1
0142-GVYSN,1,0,0,No internet,0,0,0,0,0,0,0,0
5141-ZUVBH,1,0,1,Fiber Optic,0,1,1,1,0,1,1,1
7682-AZNDK,1,0,1,Fiber Optic,1,0,0,0,1,1,0,1
6116-RFVHN,1,1,1,Fiber Optic,1,1,1,0,0,1,0,1
0841-NULXI,0,0,1,DSL,0,1,1,0,0,0,0,1
6038-GCYEC,0,0,1,DSL,1,1,1,0,1,1,0,1
5143-EGQFK,0,0,1,Cable,0,0,0,0,0,0,1,0
5515-IDEJJ,1,0,0,No internet,0,0,0,0,0,0,0,0
7663-YJHSN,1,1,1,Fiber Optic,1,0,0,1,1,1,1,0
8028-PNXHQ,1,1,0,No internet,0,0,0,0,0,0,0,0
9408-SSNVZ,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
3191-CSNMG,1,0,1,Fiber Optic,1,0,0,0,0,0,0,1
3845-FXCYS,1,0,0,No internet,0,0,0,0,0,0,0,0
1306-RPWXZ,1,0,0,No internet,0,0,0,0,0,0,0,0
0732-OCQOC,1,1,0,No internet,0,0,0,0,0,0,0,0
0928-XUTSN,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
2446-BEGGB,1,1,1,Fiber Optic,1,1,1,0,1,0,0,1
7296-PIXQY,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
0212-ISBBF,0,0,1,Cable,1,1,1,0,1,0,0,1
5327-CNLUQ,1,1,1,Fiber Optic,1,0,0,1,1,1,0,1
0064-YIJGF,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
1222-LRYKO,1,1,0,No internet,0,0,0,0,0,0,0,0
3092-IGHWF,1,1,1,Cable,0,0,0,0,1,1,0,1
0835-DUUIQ,1,0,0,No internet,0,0,0,0,0,0,0,0
0971-QIFJK,1,1,0,No internet,0,0,0,0,0,0,0,0
6425-YQLLO,1,1,1,Fiber Optic,1,1,0,0,0,1,1,1
0523-VNGTF,0,0,1,DSL,1,0,0,0,1,1,1,1
9770-LXDBK,1,0,0,No internet,0,0,0,0,0,0,0,0
4658-HCOHW,1,0,1,Fiber Optic,1,1,1,0,1,1,1,1
6543-CPZMK,0,0,1,DSL,0,0,0,0,1,0,0,0
7996-MHXLW,1,1,0,No internet,0,0,0,0,0,0,0,0
4537-CIBHB,1,0,0,No internet,0,0,0,0,0,0,0,0
1534-OULXE,1,0,1,DSL,0,0,0,1,0,0,0,1
1061-PNTHC,1,1,1,Fiber Optic,1,1,1,1,0,1,1,1
0148-DCDOS,1,1,1,Fiber Optic,1,1,1,0,0,0,0,1
4851-BQDNX,1,0,1,Fiber Optic,1,0,0,0,0,1,0,1
9134-WYRVP,1,0,1,Fiber Optic,1,0,0,1,0,0,0,1
8076-FEZKJ,1,0,0,No internet,0,0,0,0,0,0,0,0
0557-ASKVU,1,0,1,Cable,0,0,0,0,0,1,1,1
4274-OWWYO,1,0,1,Fiber Optic,0,0,0,0,1,0,0,1
8603-IJWDN,1,1,1,Fiber Optic,0,1,1,0,0,0,0,1
5642-MHDQT,1,0,0,No internet,0,0,0,0,0,0,0,0
7901-TBKJX,1,1,1,Fiber Optic,1,1,0,0,0,1,0,0
6500-JVEGC,1,1,1,Fiber Optic,1,0,0,1,1,1,0,1
7164-BPTUT,1,1,1,Cable,1,1,1,1,1,1,1,1
9073-ZZIAY,1,0,1,DSL,1,1,1,1,1,1,1,1
3285-UCQVC,0,0,1,DSL,0,0,0,0,0,0,1,1
0917-EZOLA,1,1,1,Fiber Optic,1,1,0,0,1,1,0,1
5996-EBTKM,1,1,1,DSL,0,1,1,0,0,1,1,1
7105-BENQF,1,0,1,DSL,0,1,1,1,0,1,0,1
3049-NDXFL,1,1,1,Fiber Optic,0,1,1,0,0,0,0,1
2070-XYMFH,1,1,1,Fiber Optic,0,0,0,0,0,1,0,1
2640-PMGFL,1,1,1,Fiber Optic,0,0,0,0,0,0,1,1
1585-MQSSU,1,0,1,Cable,0,0,0,0,0,0,1,1
2900-PHPLN,1,0,0,No internet,0,0,0,0,0,0,0,0
2164-SOQXL,1,0,0,No internet,0,0,0,0,0,0,0,0
2806-MLNTI,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
2863-IMQDR,1,1,1,DSL,1,1,1,1,1,1,1,1
5804-JMYIO,1,0,0,No internet,0,0,0,0,0,0,0,0
1998-VHJHK,1,0,0,No internet,0,0,0,0,0,0,0,0
2267-FPIMA,1,1,1,Fiber Optic,0,1,1,1,1,0,0,1
4432-ADRLB,1,0,1,DSL,0,0,0,0,0,0,0,0
2519-TWKFS,1,1,1,DSL,0,0,0,0,0,0,1,1
6114-TCFID,0,0,1,Cable,0,0,0,1,1,0,1,1
3392-EHMNK,1,1,1,Fiber Optic,1,0,0,0,1,0,1,1
2465-BLLEU,1,0,0,No internet,0,0,0,0,0,0,0,0
2568-OIADY,1,1,1,Fiber Optic,1,1,1,0,0,1,0,1
9170-ARBTB,1,0,0,No internet,0,0,0,0,0,0,0,0
5493-SDRDQ,1,0,1,Cable,0,0,0,1,0,1,0,1
1095-WGNGG,1,1,1,Fiber Optic,1,1,1,0,1,0,0,1
3717-LNXKW,1,1,1,Fiber Optic,1,0,0,1,0,0,0,1
4484-GLZOU,1,1,1,Fiber Optic,1,1,1,0,1,1,0,1
4712-AUQZO,0,0,1,DSL,0,0,0,1,0,1,0,1
0330-IVZHA,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
9862-KJTYK,0,0,1,DSL,0,0,1,0,0,0,0,1
5949-EBSQK,1,0,1,DSL,0,1,1,0,0,0,1,1
7721-JXEAW,0,0,1,DSL,0,1,1,0,1,0,0,1
3446-QDSZF,1,0,1,DSL,1,0,0,0,0,0,0,1
3890-RTCMS,1,0,1,DSL,0,0,0,0,0,0,1,1
4061-UKJWL,1,0,1,Cable,0,0,0,0,0,0,0,1
6047-SUHPR,1,0,1,DSL,0,0,0,1,1,1,0,0
1557-EMYVT,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
8775-LHDJH,1,1,1,Fiber Optic,1,0,0,0,1,0,0,1
0564-MUUQK,1,1,1,Fiber Optic,0,1,1,0,0,1,1,1
6885-PKOAM,1,1,1,Cable,1,1,1,1,1,1,1,1
4390-KYULV,1,0,0,No internet,0,0,0,0,0,0,0,0
4683-WYDOU,1,1,1,Fiber Optic,1,1,1,0,0,1,1,1
7346-MEDWM,1,1,1,Fiber Optic,0,0,0,0,1,1,0,1
4030-VPZBD,0,0,1,DSL,0,0,0,0,0,0,1,1
2894-QOJRX,0,0,1,Cable,1,0,0,0,0,0,0,1
5736-YEJAX,1,1,1,DSL,1,0,0,1,1,1,1,0
9076-AXYIK,1,1,1,Fiber Optic,1,1,1,0,0,1,1,1
9450-TRJUU,1,1,1,Fiber Optic,1,0,0,0,0,0,0,1
8314-DPQHL,0,0,1,DSL,0,1,1,1,0,1,1,1
6691-CCIHA,1,1,1,Cable,1,1,1,1,1,0,1,1
2669-OIDSD,1,0,1,Fiber Optic,1,1,1,0,0,1,1,1
0386-CWRGM,1,0,0,No internet,0,0,0,0,0,0,0,0
1732-VHUBQ,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
7571-YXDAD,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
3498-LZGQZ,1,0,0,No internet,0,0,0,0,0,0,0,0
2475-MROZF,1,1,1,Fiber Optic,0,0,0,1,1,1,1,1
3811-VBYBZ,1,1,1,Fiber Optic,1,1,1,0,1,0,0,0
5924-IFQTT,1,1,1,DSL,1,0,0,0,1,1,1,1
9758-MFWGD,0,0,1,DSL,0,0,0,0,1,0,0,1
8318-LCNBW,0,0,1,DSL,1,1,1,1,0,1,0,1
8216-AZUUZ,1,0,1,Fiber Optic,1,1,1,0,0,1,1,1
4776-XSKYQ,0,0,1,DSL,0,0,0,0,0,0,1,1
5440-VHLUL,1,1,1,Fiber Optic,1,1,1,0,1,0,1,1
2773-MADBQ,0,0,1,Cable,0,1,1,1,1,1,1,1
5522-NYKPB,1,0,1,Fiber Optic,1,0,0,0,0,0,1,1
8414-OOEEL,1,0,1,DSL,1,1,1,0,1,1,1,1
3050-GBUSH,0,0,1,DSL,1,0,0,0,0,0,0,1
3544-FBCAS,1,1,1,DSL,1,1,1,1,1,1,0,1
1684-FLBGS,1,1,1,Cable,1,0,0,0,1,0,1,1
8802-UNOJF,1,0,1,Cable,0,0,0,0,1,1,1,0
2121-JAFOM,1,1,1,Fiber Optic,1,1,1,1,1,1,1,1
2632-UCGVD,1,1,1,Fiber Optic,1,1,0,0,0,0,1,1
6502-HCJTI,1,1,1,Fiber Optic,0,1,1,1,1,0,0,1
8740-XLHDR,0,0,1,Cable,0,0,0,1,1,1,1,1
6817-WTYHE,1,0,1,DSL,0,0,0,0,0,0,0,1
0455-XFASS,1,0,1,Fiber Optic,0,0,0,0,0,0,0,1
8107-KNCIM,1,1,1,Fiber Optic,0,0,0,0,0,0,0,1
7634-WSWDB,0,0,1,DSL,0,1,1,1,0,0,0,1
6734-JDTTV,1,0,0,No internet,0,0,0,0,0,0,0,0
3317-VLGQT,1,0,1,Fiber Optic,0,1,1,0,0,0,0,1
2080-SRCDE,1,1,0,No internet,0,0,0,0,0,0,0,0
7856-GANIL,1,1,1,Fiber Optic,1,0,0,0,1,1,1,1
0909-SELIE,1,1,1,DSL,0,1,1,1,1,1,1,1
5458-CQJTA,1,0,1,DSL,1,1,1,1,0,0,1,1
3132-TVFDZ,0,0,1,Cable,1,1,1,0,0,0,0,1
2054-PJOCK,1,1,1,Cable,1,1,1,0,0,1,1,1
