Customer ID,Referred a Friend,Number of Referrals,Offer,Contract,Tenure in Months,Quarter
0164-APGRB,0,0,Offer A,Two Year,72,Q3
1482-OXZSY,0,0,Offer C,Month-to-Month,30,Q3
3486-NPGST,0,0,No offer,One Year,36,Q3
0230-WEQUW,1,1,No offer,Two Year,66,Q3
2192-CKRLV,1,2,Offer A,Two Year,72,Q3
2460-NGXBJ,1,8,No offer,One Year,11,Q3
1561-BWHIN,1,1,Offer D,One Year,19,Q3
1976-CFOCS,1,1,No offer,Month-to-Month,1,Q3
2162-FRZAA,1,7,Offer B,Two Year,63,Q3
2719-BDAQO,0,0,No offer,Month-to-Month,17,Q3
6898-MDLZW,0,0,Offer D,Month-to-Month,12,Q3
5647-FXOTP,1,1,Offer B,Month-to-Month,60,Q3
2077-MPJQO,1,2,No offer,Month-to-Month,7,Q3
5396-IZEPB,0,0,Offer E,Month-to-Month,9,Q3
9499-XPZXM,1,7,No offer,Two Year,72,Q3
6661-EIPZC,1,6,No offer,Month-to-Month,48,Q3
2599-CIPQE,1,4,No offer,Two Year,71,Q3
5149-QYTTU,1,3,Offer A,One Year,71,Q3
3088-LHEFH,0,0,Offer D,Month-to-Month,11,Q3
8738-JOKAR,0,0,No offer,One Year,42,Q3
0219-YTZUE,1,5,Offer E,Month-to-Month,4,Q3
0377-JBKKT,1,9,Offer D,Month-to-Month,22,Q3
9074-KGVOX,1,10,No offer,Month-to-Month,50,Q3
3594-BDSOA,1,6,No offer,One Year,24,Q3
6121-VZNQB,0,0,No offer,Month-to-Month,1,Q3
1728-BQDMA,0,0,Offer E,Month-to-Month,2,Q3
6702-OHFWR,0,0,Offer E,Month-to-Month,1,Q3
3372-KWFBM,0,0,No offer,Month-to-Month,16,Q3
1728-CXQBE,1,9,Offer B,Two Year,64,Q3
3452-ABWRL,0,0,No offer,One Year,47,Q3
1136-XGEQU,1,9,Offer B,One Year,50,Q3
8434-PNQZX,0,0,Offer B,Two Year,42,Q3
9754-CLVZW,1,4,Offer C,Month-to-Month,26,Q3
3097-NNSPB,0,0,Offer E,Month-to-Month,2,Q3
3486-KHMLI,0,0,Offer D,Month-to-Month,21,Q3
9257-AZMTZ,1,10,No offer,Two Year,52,Q3
8717-VCTXJ,0,0,No offer,One Year,42,Q3
1925-GMVBW,0,0,No offer,Month-to-Month,5,Q3
2507-QZPQS,0,0,No offer,Month-to-Month,15,Q3
2931-XIQBR,1,7,No offer,One Year,50,Q3
2786-GCDPI,0,0,Offer B,Month-to-Month,50,Q3
2027-OAQQC,0,0,Offer B,Month-to-Month,43,Q3
7706-DZNKK,0,0,Offer D,Month-to-Month,11,Q3
2418-TPEUN,1,2,Offer B,Two Year,56,Q3
2988-GBIVW,1,10,No offer,Two Year,70,Q3
0322-YINQP,0,0,No offer,Month-to-Month,1,Q3
2573-GYRUU,1,1,No offer,Two Year,48,Q3
7100-FQPRV,1,5,Offer B,One Year,43,Q3
7874-ECPQJ,0,0,No offer,Month-to-Month,4,Q3
9776-CLUJA,1,1,No offer,Month-to-Month,51,Q3
4883-KCPZJ,1,9,Offer D,Two Year,22,Q3
9405-GPBBG,0,0,No offer,Two Year,64,Q3
9699-UBQFS,1,4,No offer,Month-to-Month,43,Q3
0428-IKYCP,1,9,No offer,Month-to-Month,22,Q3
4860-YZGZM,0,0,No offer,Month-to-Month,10,Q3
2005-DWQZJ,1,1,No offer,Two Year,8,Q3
6248-BSHKG,1,7,Offer B,One Year,61,Q3
1984-GPTEH,0,0,No offer,Month-to-Month,29,Q3
9626-VFRGG,0,0,No offer,Month-to-Month,41,Q3
7924-GJZFI,1,7,No offer,Two Year,25,Q3
2521-NPUZR,1,9,Offer A,Two Year,70,Q3
4029-HPFVY,0,0,No offer,Month-to-Month,3,Q3
6377-WHAOX,1,5,Offer B,Month-to-Month,60,Q3
3082-VQXNH,1,1,Offer E,Month-to-Month,3,Q3
1689-YQBYY,0,0,Offer D,Month-to-Month,12,Q3
2055-PDADH,0,0,Offer E,Month-to-Month,3,Q3
4979-HPRFL,1,1,Offer B,Two Year,56,Q3
0106-GHRQR,0,0,No offer,Month-to-Month,16,Q3
9938-PRCVK,1,1,No offer,Two Year,41,Q3
1415-YFWLT,0,0,Offer E,Month-to-Month,1,Q3
5756-OZRIO,1,9,No offer,One Year,61,Q3
4351-QLCSU,0,0,No offer,Month-to-Month,1,Q3
8015-IHCGW,1,1,Offer A,Two Year,72,Q3
4632-PAOYU,1,1,Offer D,One Year,22,Q3
9680-NIAUV,1,7,Offer A,Two Year,72,Q3
2480-JZOSN,1,8,No offer,Month-to-Month,1,Q3
6994-ORCWG,0,0,Offer D,One Year,14,Q3
5774-XZTQC,1,3,Offer E,Month-to-Month,7,Q3
2122-SZZZD,0,0,No offer,One Year,44,Q3
2040-OBMLJ,0,0,No offer,One Year,31,Q3
5494-WOZRZ,0,0,No offer,Two Year,71,Q3
6769-DYBQN,0,0,No offer,Month-to-Month,46,Q3
0265-EDXBD,1,2,Offer C,Month-to-Month,32,Q3
8749-CLJXC,0,0,No offer,Month-to-Month,1,Q3
7820-ZYGNY,0,0,No offer,One Year,63,Q3
4676-MQUEA,1,9,No offer,One Year,50,Q3
1423-BMPBQ,1,1,Offer E,Month-to-Month,1,Q3
9500-LTVBP,0,0,Offer C,Month-to-Month,35,Q3
4576-CSAJH,0,0,No offer,One Year,22,Q3
6086-ESGRL,0,0,Offer E,Month-to-Month,1,Q3
2111-DWYHN,0,0,No offer,Month-to-Month,1,Q3
8952-WCVCD,1,2,Offer B,One Year,41,Q3
1028-FFNJK,1,1,Offer C,Month-to-Month,30,Q3
3757-NJYBX,1,3,No offer,Month-to-Month,32,Q3
9975-GPKZU,0,0,No offer,Two Year,46,Q3
2215-ZAFGX,0,0,Offer E,Month-to-Month,9,Q3
9780-FKVVF,0,0,Offer E,Month-to-Month,6,Q3
2302-ANTDP,1,9,No offer,Month-to-Month,48,Q3
3211-ILJTT,1,1,No offer,Month-to-Month,17,Q3
0013-MHZWF,0,0,Offer E,Month-to-Month,9,Q3
0379-DJQHR,1,1,No offer,Two Year,67,Q3
2284-VFLKH,1,4,Offer B,One Year,49,Q3
7821-DPRQE,1,2,Offer A,Month-to-Month,68,Q3
9993-LHIEB,1,5,Offer A,Two Year,67,Q3
8679-JOEVF,0,0,No offer,Month-to-Month,16,Q3
2703-AMTUL,1,2,No offer,One Year,36,Q3
1702-CCFNJ,1,3,No offer,Month-to-Month,52,Q3
8617-ENBDS,0,0,No offer,Month-to-Month,3,Q3
6490-FGZAT,0,0,Offer E,Month-to-Month,6,Q3
2519-FAKOD,0,0,Offer C,Month-to-Month,38,Q3
0187-QSXOE,1,8,No offer,Two Year,7,Q3
7644-OMVMY,1,5,No offer,Two Year,10,Q3
9638-JIQYA,0,0,No offer,Month-to-Month,2,Q3
5022-JNQEQ,1,10,No offer,Month-to-Month,9,Q3
0195-IESCP,1,1,Offer D,Month-to-Month,10,Q3
3104-OWCGK,1,1,Offer B,One Year,60,Q3
9796-MVYXX,0,0,Offer D,Two Year,14,Q3
3911-RSNHI,1,2,Offer A,Two Year,71,Q3
4753-PADAS,1,2,Offer A,One Year,67,Q3
1335-NTIUC,0,0,No offer,Month-to-Month,9,Q3
7317-GGVPB,1,1,Offer A,Two Year,71,Q3
0327-WFZSY,1,9,Offer C,One Year,39,Q3
0301-KOBTQ,0,0,No offer,Two Year,32,Q3
0727-BNRLG,0,0,Offer A,Two Year,69,Q3
4825-FUREZ,1,10,No offer,Two Year,42,Q3
2649-HWLYB,1,2,Offer B,Two Year,65,Q3
7176-WRTNX,0,0,Offer A,Two Year,70,Q3
0048-PIHNL,1,5,Offer B,One Year,49,Q3
7693-LCKZL,1,1,No offer,Month-to-Month,5,Q3
1760-CAZHT,0,0,No offer,Month-to-Month,25,Q3
7074-IEVOJ,0,0,No offer,Month-to-Month,3,Q3
4893-GYUJU,0,0,No offer,One Year,50,Q3
2685-SREOM,1,1,No offer,Month-to-Month,25,Q3
9958-MEKUC,1,1,Offer A,Two Year,72,Q3
2709-UQGNP,0,0,No offer,Month-to-Month,10,Q3
2675-IJRGJ,0,0,No offer,Two Year,53,Q3
3208-YPIOE,0,0,Offer C,Month-to-Month,39,Q3
5402-HTOTQ,0,0,No offer,Month-to-Month,16,Q3
7502-BNYGS,1,7,Offer B,Month-to-Month,46,Q3
9426-SXNHE,0,0,No offer,Month-to-Month,2,Q3
3195-TQDZX,0,0,No offer,Month-to-Month,3,Q3
6860-YRJZP,0,0,Offer E,Two Year,9,Q3
3891-PUQOD,0,0,No offer,Month-to-Month,1,Q3
3422-LYEPQ,1,1,Offer E,Month-to-Month,1,Q3
8393-DLHGA,0,0,No offer,Month-to-Month,25,Q3
2739-CACDQ,0,0,Offer D,One Year,17,Q3
1172-VIYBP,1,9,No offer,Two Year,53,Q3
5875-YPQFJ,0,0,Offer E,Month-to-Month,1,Q3
4806-HIPDW,1,1,Offer E,Month-to-Month,1,Q3
6766-HFKLA,1,10,No offer,Two Year,56,Q3
6388-TABGU,0,0,Offer B,One Year,62,Q3
0203-HHYIJ,0,0,Offer C,One Year,25,Q3
4807-IZYOZ,0,0,Offer B,Two Year,51,Q3
3487-EARAT,1,7,No offer,One Year,70,Q3
4256-ZWTZI,0,0,No offer,Month-to-Month,5,Q3
6844-DZKRF,0,0,No offer,Month-to-Month,2,Q3
9214-EKVXR,0,0,No offer,Month-to-Month,1,Q3
4334-HOWRP,1,1,Offer A,Two Year,72,Q3
7905-NJMXS,1,2,No offer,Two Year,7,Q3
0303-UNCIP,0,0,Offer B,One Year,41,Q3
2675-DHUTR,1,8,No offer,Two Year,58,Q3
5649-ANRML,0,0,Offer E,Month-to-Month,2,Q3
8388-FYNPZ,0,0,Offer E,Month-to-Month,4,Q3
0979-MOZQI,1,6,No offer,Two Year,62,Q3
5951-AOFIH,0,0,No offer,Month-to-Month,33,Q3
0872-CASZJ,1,1,Offer B,One Year,59,Q3
5136-KCKGI,1,1,Offer C,One Year,33,Q3
9435-JMLSX,1,7,Offer A,Two Year,71,Q3
2682-KEVRP,0,0,No offer,One Year,22,Q3
4075-JFPGR,1,2,Offer B,One Year,51,Q3
3896-RCYYE,0,0,No offer,Month-to-Month,67,Q3
2862-JVEOY,0,0,No offer,One Year,6,Q3
8938-UMKPI,0,0,Offer B,Month-to-Month,47,Q3
4238-JSSWH,1,1,No offer,Two Year,35,Q3
6532-YLWSI,1,1,Offer B,One Year,53,Q3
4990-ALDGW,0,0,No offer,Two Year,57,Q3
1448-CYWKC,1,2,No offer,One Year,58,Q3
9577-WJVCQ,0,0,No offer,Month-to-Month,68,Q3
5423-BHIXO,0,0,No offer,Month-to-Month,32,Q3
5377-NDTOU,1,3,Offer A,Two Year,71,Q3
0420-BWTPW,0,0,No offer,Month-to-Month,8,Q3
0197-PNKNK,1,7,No offer,One Year,69,Q3
9647-ERGBE,1,1,No offer,Month-to-Month,30,Q3
6921-OZMFH,1,3,No offer,Month-to-Month,5,Q3
1444-VVSGW,1,1,Offer A,One Year,70,Q3
6174-NRBTZ,0,0,No offer,One Year,46,Q3
6445-TNRXS,1,5,Offer A,Two Year,68,Q3
6635-MYYYZ,0,0,No offer,One Year,30,Q3
8305-VHZBZ,0,0,No offer,Month-to-Month,1,Q3
9814-AOUDH,0,0,Offer B,Two Year,53,Q3
2178-PMGCJ,0,0,Offer D,Month-to-Month,22,Q3
1905-OEILC,0,0,Offer E,Month-to-Month,1,Q3
1850-AKQEP,0,0,No offer,Month-to-Month,8,Q3
3363-EWLGO,0,0,No offer,Month-to-Month,5,Q3
4729-XKASR,0,0,No offer,Month-to-Month,1,Q3
3957-SQXML,1,10,No offer,Two Year,34,Q3
4678-DVQEO,0,0,No offer,Month-to-Month,1,Q3
9135-HSWOC,1,3,Offer B,Two Year,64,Q3
5229-DTFYB,0,0,No offer,Two Year,41,Q3
2207-NHRJK,0,0,Offer E,Month-to-Month,1,Q3
8409-WQJUX,0,0,Offer C,One Year,25,Q3
9985-MWVIX,0,0,Offer E,Month-to-Month,1,Q3
3629-WEAAM,0,0,No offer,Month-to-Month,8,Q3
1619-YWUBB,1,2,Offer A,Two Year,68,Q3
6682-VCIXC,1,2,Offer B,One Year,43,Q3
8123-QBNAZ,1,4,No offer,Month-to-Month,36,Q3
6892-XPFPU,1,3,Offer C,Month-to-Month,24,Q3
1090-PYKCI,1,1,Offer A,One Year,69,Q3
7740-BTPUX,1,7,Offer B,Two Year,55,Q3
8348-HFYIV,0,0,Offer E,Month-to-Month,2,Q3
3800-LYTRK,0,0,No offer,One Year,14,Q3
6615-ZGEDR,0,0,No offer,Month-to-Month,1,Q3
8901-HJXTF,1,1,No offer,Month-to-Month,12,Q3
7009-LGECI,0,0,No offer,Month-to-Month,4,Q3
3566-HJGPK,0,0,Offer E,Month-to-Month,1,Q3
6646-QVXLR,1,1,No offer,One Year,62,Q3
8042-RNLKO,0,0,Offer A,One Year,66,Q3
7520-HQWJU,1,6,No offer,Month-to-Month,66,Q3
5170-PTRKA,1,1,No offer,One Year,49,Q3
2946-KIQSP,0,0,Offer C,Month-to-Month,35,Q3
9968-FFVVH,0,0,No offer,One Year,63,Q3
2088-IEBAU,0,0,No offer,Two Year,68,Q3
8262-COGGB,0,0,No offer,Month-to-Month,1,Q3
3865-QBWSJ,0,0,No offer,Two Year,38,Q3
6818-DJXAA,0,0,No offer,Month-to-Month,10,Q3
6685-XSHHU,1,9,No offer,Two Year,60,Q3
1752-OZXFY,1,6,Offer B,One Year,60,Q3
5696-EXCYS,0,0,Offer D,Two Year,17,Q3
8851-RAGOV,1,10,No offer,Month-to-Month,25,Q3
3115-JPJDD,1,1,No offer,One Year,59,Q3
0447-RXSGD,0,0,Offer C,Month-to-Month,24,Q3
6322-PJJDJ,1,8,Offer B,Two Year,49,Q3
7993-NQLJE,1,7,No offer,Month-to-Month,15,Q3
5562-BETPV,1,1,Offer E,One Year,1,Q3
8749-JMNKX,1,1,Offer B,Month-to-Month,51,Q3
5176-LMJXE,0,0,No offer,Two Year,47,Q3
0325-XBFAC,0,0,No offer,Month-to-Month,8,Q3
4350-ZTLPI,1,1,Offer B,One Year,53,Q3
5133-VRSAB,0,0,Offer E,Month-to-Month,8,Q3
1794-SWWKL,1,6,Offer D,Month-to-Month,15,Q3
1583-IHQZE,0,0,No offer,Month-to-Month,12,Q3
4559-UWIHT,1,8,Offer D,Month-to-Month,14,Q3
4619-EVPHY,1,2,No offer,One Year,20,Q3
3133-PZNSR,1,1,No offer,Two Year,72,Q3
4774-HHGGS,1,1,No offer,Two Year,30,Q3
4039-HEUNW,1,1,No offer,Month-to-Month,36,Q3
3946-MHCZW,0,0,Offer E,Month-to-Month,1,Q3
4854-SSLTN,1,8,Offer E,Two Year,2,Q3
6833-JMZYP,0,0,No offer,Month-to-Month,15,Q3
8100-HZZLJ,0,0,No offer,Month-to-Month,43,Q3
3565-UNOCC,1,1,No offer,Month-to-Month,29,Q3
2778-OCLGR,1,1,No offer,Month-to-Month,24,Q3
9168-INPSZ,1,10,No offer,Two Year,44,Q3
7114-AEOZE,0,0,Offer B,Two Year,60,Q3
1465-LNTLJ,1,7,Offer E,Two Year,8,Q3
8375-KVTHK,1,1,No offer,One Year,68,Q3
0959-WHOKV,0,0,Offer B,One Year,42,Q3
3709-OIJEA,0,0,No offer,One Year,26,Q3
6641-XRPSU,0,0,Offer C,Month-to-Month,34,Q3
4903-UYAVB,0,0,Offer E,Month-to-Month,5,Q3
8840-DQLGN,1,1,No offer,Month-to-Month,35,Q3
8532-UEFWH,1,6,Offer B,Two Year,52,Q3
7817-BOQPW,0,0,No offer,Month-to-Month,2,Q3
2380-DAMQP,1,10,No offer,Two Year,72,Q3
8263-QMNTJ,1,2,Offer A,Two Year,72,Q3
3198-VELRD,1,1,No offer,Month-to-Month,3,Q3
7781-EWARA,1,1,Offer A,One Year,70,Q3
3363-DTIVD,1,3,Offer A,Two Year,71,Q3
0685-MLYYM,0,0,Offer E,Month-to-Month,2,Q3
3889-VWBID,1,1,No offer,Two Year,68,Q3
9693-XMUOB,1,4,No offer,Month-to-Month,59,Q3
8668-KNZTI,0,0,No offer,One Year,52,Q3
5397-NSKQG,1,2,Offer A,Two Year,67,Q3
4818-QIUFN,0,0,No offer,Month-to-Month,20,Q3
7550-WIQVA,1,3,No offer,One Year,50,Q3
9894-EZEWG,0,0,Offer E,Month-to-Month,1,Q3
4518-FZBSX,1,4,Offer B,One Year,42,Q3
9488-HGMJH,0,0,Offer E,Month-to-Month,1,Q3
8436-BJUMM,1,1,Offer C,Month-to-Month,26,Q3
6629-CZTTH,0,0,No offer,Month-to-Month,1,Q3
3938-YFPXD,0,0,Offer A,Two Year,72,Q3
9063-ZGTUY,1,3,No offer,Month-to-Month,61,Q3
8661-BOYNW,1,1,Offer A,Two Year,72,Q3
4998-IKFSE,0,0,Offer C,Month-to-Month,30,Q3
5140-FOMCQ,1,7,Offer B,One Year,59,Q3
1057-FOGLZ,0,0,Offer D,Month-to-Month,18,Q3
3723-BFBGR,0,0,No offer,Two Year,24,Q3
7159-FVYPK,1,3,No offer,Month-to-Month,3,Q3
5419-JKZNQ,1,1,No offer,Month-to-Month,30,Q3
9953-ZMKSM,0,0,Offer B,Two Year,63,Q3
0504-HHAPI,0,0,No offer,Month-to-Month,27,Q3
1985-MBRYP,0,0,Offer B,Two Year,43,Q3
2592-SEIFQ,0,0,No offer,Month-to-Month,3,Q3
2569-WGERO,0,0,No offer,Two Year,72,Q3
4459-BBGHE,0,0,Offer C,Month-to-Month,30,Q3
8120-JDCAM,1,1,No offer,Month-to-Month,4,Q3
0491-KAPQG,0,0,Offer D,Month-to-Month,21,Q3
9079-LWTFD,0,0,No offer,Month-to-Month,47,Q3
7243-LCGGZ,0,0,No offer,Month-to-Month,1,Q3
0219-QAERP,1,2,No offer,One Year,30,Q3
0868-VJRDR,1,1,No offer,Two Year,64,Q3
5837-LXSDN,1,1,No offer,One Year,21,Q3
5627-TVBPP,0,0,No offer,One Year,35,Q3
8696-JKZNU,0,0,Offer C,Month-to-Month,37,Q3
5975-BAICR,1,8,No offer,One Year,36,Q3
6007-TCTST,1,9,No offer,Two Year,72,Q3
8608-OZTLB,1,4,No offer,One Year,38,Q3
3482-ABPKK,0,0,Offer C,One Year,28,Q3
3653-NCRDJ,1,10,No offer,One Year,43,Q3
2176-LVPNX,0,0,Offer A,Two Year,71,Q3
3717-OFRTN,0,0,Offer E,Month-to-Month,1,Q3
7136-IHZJA,1,4,No offer,Month-to-Month,40,Q3
8357-EQXFO,0,0,Offer E,Month-to-Month,7,Q3
2202-CUYXZ,0,0,No offer,Month-to-Month,1,Q3
8089-UZWLX,0,0,Offer A,Two Year,71,Q3
8200-LGKSR,1,6,No offer,Two Year,71,Q3
9318-NKNFC,0,0,No offer,Month-to-Month,1,Q3
5568-DMXZS,0,0,Offer E,Month-to-Month,8,Q3
0218-QNVAS,1,1,Offer A,One Year,71,Q3
7627-JKIAZ,0,0,No offer,Month-to-Month,37,Q3
7580-UGXNC,0,0,No offer,Month-to-Month,2,Q3
0311-QYWSS,0,0,No offer,Month-to-Month,6,Q3
9700-ISPUP,1,1,Offer D,Month-to-Month,10,Q3
3097-IDVPU,1,10,Offer D,Month-to-Month,19,Q3
0870-VEMYL,0,0,Offer E,Month-to-Month,5,Q3
0781-LKXBR,0,0,No offer,Month-to-Month,9,Q3
6918-UMQCG,0,0,Offer E,Month-to-Month,5,Q3
8158-WPEZG,0,0,No offer,Month-to-Month,11,Q3
0366-NQSHS,0,0,No offer,Month-to-Month,2,Q3
0621-TSSMU,0,0,No offer,One Year,56,Q3
1157-BQCUW,0,0,Offer E,Month-to-Month,1,Q3
0336-PIKEI,1,7,Offer A,Two Year,72,Q3
4536-PLEQY,1,1,Offer D,Month-to-Month,12,Q3
4538-WNTMJ,0,0,Offer B,One Year,46,Q3
4301-VVZKA,1,1,No offer,Month-to-Month,16,Q3
2542-HYGIQ,0,0,No offer,Month-to-Month,1,Q3
4353-HYOJD,1,5,Offer C,Month-to-Month,27,Q3
5329-KRDTM,1,4,Offer A,Two Year,72,Q3
9093-FPDLG,0,0,No offer,Month-to-Month,11,Q3
4194-FJARJ,1,6,No offer,Two Year,54,Q3
3522-CDKHF,1,6,Offer C,Month-to-Month,32,Q3
3933-DQPWX,0,0,No offer,Two Year,50,Q3
2452-MRMZF,1,9,No offer,Two Year,72,Q3
0365-GXEZS,1,6,Offer D,Month-to-Month,18,Q3
3675-EQOZA,0,0,Offer E,Month-to-Month,5,Q3
7242-EDTYC,0,0,Offer B,Two Year,44,Q3
3173-NVMPX,1,1,No offer,Month-to-Month,9,Q3
2789-CZANW,1,7,Offer B,Two Year,64,Q3
3638-DIMPH,1,1,No offer,One Year,13,Q3
8937-RDTHP,0,0,No offer,Month-to-Month,1,Q3
1140-UKVZG,0,0,Offer D,Month-to-Month,17,Q3
5304-EFJLP,1,4,No offer,Two Year,72,Q3
4891-NLUBA,1,8,Offer B,Two Year,61,Q3
5286-YHCVC,1,4,No offer,Two Year,72,Q3
0897-FEGMU,1,1,Offer D,Month-to-Month,11,Q3
8189-DUKMV,1,8,No offer,One Year,4,Q3
8445-DNBAE,0,0,Offer E,Month-to-Month,1,Q3
7576-OYWBN,0,0,No offer,Month-to-Month,3,Q3
9334-GWGOW,1,2,No offer,Month-to-Month,7,Q3
5655-JSMZM,0,0,Offer B,Month-to-Month,49,Q3
2796-NNUFI,1,1,No offer,Two Year,46,Q3
7581-EBBOU,0,0,No offer,One Year,60,Q3
2805-AUFQN,0,0,Offer C,Two Year,25,Q3
5268-DSMNQ,1,5,No offer,One Year,62,Q3
2737-WFVYW,0,0,No offer,Month-to-Month,2,Q3
6368-TZZDT,1,8,No offer,Two Year,4,Q3
8593-WHYHV,0,0,Offer E,Month-to-Month,3,Q3
5197-PYEPU,1,5,Offer B,One Year,42,Q3
6663-JOCQO,1,7,No offer,One Year,31,Q3
2279-AXJJK,1,1,No offer,Month-to-Month,52,Q3
5313-FPXWG,0,0,Offer B,One Year,51,Q3
4013-TLDHQ,0,0,Offer D,Month-to-Month,19,Q3
4827-USJHP,0,0,Offer D,Month-to-Month,20,Q3
6394-HHHZM,0,0,Offer E,Month-to-Month,3,Q3
9560-BBZXK,0,0,Offer C,Two Year,36,Q3
7739-LAXOG,1,1,No offer,Month-to-Month,32,Q3
8092-NLTGF,0,0,Offer A,Two Year,72,Q3
1768-ZAIFU,0,0,No offer,Month-to-Month,1,Q3
3865-ZFZIB,0,0,Offer D,Two Year,19,Q3
6097-EQISJ,1,1,Offer A,One Year,66,Q3
6917-FIJHC,1,8,Offer A,Two Year,72,Q3
3569-EDBPQ,0,0,No offer,Month-to-Month,24,Q3
1042-HFUCW,0,0,Offer C,One Year,25,Q3
9465-RWMXL,1,1,Offer C,Month-to-Month,32,Q3
7921-BEPCI,0,0,No offer,Two Year,72,Q3
9170-GYZJC,1,1,No offer,Month-to-Month,41,Q3
3976-BWUCK,1,1,No offer,Month-to-Month,30,Q3
3058-HJCUY,1,1,Offer B,One Year,41,Q3
8909-BOLNL,0,0,No offer,One Year,3,Q3
1866-RZZQS,0,0,Offer B,Month-to-Month,41,Q3
1573-LGXBA,1,1,No offer,One Year,57,Q3
7562-UXTPG,0,0,No offer,Month-to-Month,13,Q3
6845-RGTYS,1,1,No offer,Month-to-Month,47,Q3
8098-TDCBU,1,9,No offer,Two Year,42,Q3
2720-WGKHP,0,0,Offer E,Month-to-Month,2,Q3
0310-SUCIN,1,2,No offer,One Year,71,Q3
0315-LVCRK,0,0,No offer,Month-to-Month,11,Q3
8250-ZNGGW,0,0,No offer,Two Year,5,Q3
2172-EJXVF,0,0,No offer,One Year,71,Q3
0103-CSITQ,1,10,Offer B,One Year,57,Q3
0556-FJEGU,0,0,Offer B,Two Year,58,Q3
9227-YBAXE,0,0,Offer B,Two Year,65,Q3
4636-JGAAI,1,10,No offer,Month-to-Month,34,Q3
1093-YSWCA,0,0,Offer D,Two Year,11,Q3
4558-FANTW,1,1,Offer D,Month-to-Month,17,Q3
1552-CZCLL,1,4,Offer B,Month-to-Month,55,Q3
0263-FJTQO,1,10,Offer B,Two Year,50,Q3
2826-DXLQO,1,10,Offer E,One Year,7,Q3
7639-SUPCW,0,0,No offer,Month-to-Month,22,Q3
2270-CHBFN,1,10,Offer B,Month-to-Month,44,Q3
1248-DYXUB,1,1,Offer B,Two Year,52,Q3
7361-YPXFS,0,0,No offer,Two Year,28,Q3
4119-ZYPZY,0,0,No offer,Two Year,71,Q3
4797-MIWUM,0,0,Offer E,Month-to-Month,7,Q3
7554-AKDQF,1,9,Offer E,Month-to-Month,6,Q3
6223-DHJGV,0,0,No offer,One Year,42,Q3
4936-YPJNK,0,0,No offer,Month-to-Month,10,Q3
6847-KJLTS,1,8,Offer B,Month-to-Month,58,Q3
4811-JBUVU,0,0,No offer,Month-to-Month,30,Q3
2369-FEVNO,0,0,No offer,Month-to-Month,1,Q3
4824-GUCBY,0,0,No offer,One Year,22,Q3
0859-YGKFW,1,1,Offer D,One Year,18,Q3
0699-NDKJM,1,1,Offer B,Month-to-Month,57,Q3
7049-GKVZY,0,0,No offer,One Year,17,Q3
5312-UXESG,0,0,Offer B,Month-to-Month,41,Q3
9581-GVBXT,0,0,Offer B,One Year,59,Q3
6211-WWLTF,1,3,Offer B,Two Year,63,Q3
0297-RBCSG,0,0,No offer,One Year,19,Q3
8713-IGZSO,0,0,Offer E,Month-to-Month,2,Q3
9169-BSVIN,0,0,No offer,Month-to-Month,12,Q3
7905-TVXTA,0,0,Offer E,Month-to-Month,5,Q3
3675-YDUPJ,0,0,Offer D,Month-to-Month,10,Q3
6338-AVWCY,0,0,No offer,Month-to-Month,3,Q3
9103-CXVOK,1,8,No offer,Month-to-Month,1,Q3
1833-TCXKK,0,0,Offer B,Month-to-Month,45,Q3
4077-CROMM,1,4,No offer,Month-to-Month,31,Q3
6616-AALSR,1,5,No offer,Two Year,65,Q3
9895-VFOXH,0,0,No offer,Month-to-Month,1,Q3
1431-AIDJQ,1,1,Offer C,Two Year,33,Q3
6284-KMNUF,1,10,Offer B,One Year,56,Q3
2251-PYLPB,1,3,Offer A,Two Year,72,Q3
7892-POOKP,0,0,Offer C,Month-to-Month,28,Q3
6231-WFGFH,1,4,No offer,Month-to-Month,4,Q3
6849-OYAMU,1,1,No offer,One Year,19,Q3
3021-VLNRJ,0,0,Offer B,One Year,50,Q3
6408-WHTEF,1,7,No offer,Two Year,72,Q3
0329-GTIAJ,0,0,No offer,Month-to-Month,3,Q3
9565-DJPIB,0,0,Offer E,Month-to-Month,4,Q3
8816-VXNZD,0,0,No offer,Month-to-Month,1,Q3
9385-EHGDO,1,5,No offer,Two Year,35,Q3
1166-PQLGG,1,6,No offer,Two Year,72,Q3
1469-LBJQJ,1,6,Offer A,Month-to-Month,66,Q3
1043-YCUTE,1,1,Offer B,Two Year,56,Q3
4471-KXAUH,1,1,No offer,Month-to-Month,42,Q3
1964-SVLEA,0,0,Offer D,One Year,20,Q3
9483-GCPWE,0,0,No offer,One Year,9,Q3
5144-TVGLP,0,0,No offer,Two Year,38,Q3
8640-SDGKB,0,0,No offer,Month-to-Month,4,Q3
4890-VMUAV,0,0,Offer B,One Year,63,Q3
9753-OYLBX,0,0,No offer,Month-to-Month,1,Q3
8722-PRFDV,1,10,Offer A,Two Year,71,Q3
4001-TSBTV,1,5,Offer B,Month-to-Month,58,Q3
7789-CRUVC,1,1,No offer,Month-to-Month,61,Q3
9479-HYNYL,1,8,No offer,Two Year,71,Q3
8008-HAWED,0,0,Offer D,Month-to-Month,14,Q3
9903-LYSAB,1,5,Offer D,Month-to-Month,18,Q3
8033-VCZGH,0,0,No offer,One Year,50,Q3
