Customer ID,Monthly Charge,Total Charges,Total Revenue,Total Refunds,Total Long Distance Charges,Total Extra Data Charges,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Payment Method,Paperless Billing
2911-IJORQ,90.6,3358.65,4996.93,8.96,1647.24,0,6,44.52,2546,Bank Withdrawal,1
0931-MHTEM,100.05,5299.65,7150.23,0.0,1850.58,0,20,34.27,4478,Credit Card,1
5616-PRTNT,19.4,374.5,830.1,0.0,455.6,0,0,22.78,3785,Bank Withdrawal,1
3254-YRILK,88.2,1775.8,2535.23,0.0,759.43,0,9,39.97,5683,Bank Withdrawal,1
6857-TKDJV,24.65,1620.45,2585.92,0.0,965.47,0,0,14.41,4444,Bank Withdrawal,0
8631-NBHFZ,79.4,5154.6,7286.58,0.0,1981.98,150,15,30.03,5910,Credit Card,0
5087-SUURX,39.05,669.85,669.85,0.0,0.0,0,30,0.0,2601,Bank Withdrawal,1
9921-QFQUL,90.15,2044.95,2554.86,0.0,509.91,0,15,22.17,5110,Credit Card,0
4581-LNWUM,49.15,649.4,649.4,0.0,0.0,0,27,0.0,3000,Bank Withdrawal,0
5829-NVSQN,68.75,1689.45,2411.42,0.0,721.97,0,29,31.39,3519,Bank Withdrawal,1
4623-ZKHLY,20.45,471.55,928.71,0.0,457.16,0,0,20.78,3727,Bank Withdrawal,1
5312-TSZVC,19.65,270.6,624.0,0.0,353.4,0,0,23.56,4818,Credit Card,0
5296-BFCYD,20.1,936.85,1622.71,0.0,685.86,0,0,14.91,3392,Mailed Check,1
2592-YKDIF,20.35,20.35,64.44,0.0,44.09,0,0,44.09,5774,Credit Card,0
7369-TRPFD,18.8,279.2,605.43,0.0,326.23,0,0,17.17,2916,Credit Card,0
1229-RCALF,115.0,7396.15,10368.31,0.0,2972.16,0,29,46.44,5189,Bank Withdrawal,1
0599-XNYDO,69.8,1540.35,2410.15,0.0,869.8,0,28,43.49,5456,Bank Withdrawal,1
2896-TBNBE,80.8,3132.75,3651.55,0.0,518.8,0,24,12.97,3387,Bank Withdrawal,0
9277-JOOMO,24.6,86.35,165.34,0.0,78.99,0,0,26.33,5756,Credit Card,0
2957-LOLHO,45.4,518.9,652.34,0.0,133.44,0,14,11.12,2887,Bank Withdrawal,1
1120-BMWUB,53.9,834.15,983.91,0.0,109.76,40,8,6.86,5091,Credit Card,1
7479-NITWS,89.35,631.85,949.73,0.0,257.88,60,17,36.84,4154,Credit Card,1
7602-DBTOU,19.6,1416.5,4102.43,0.0,2685.93,0,0,37.83,4890,Credit Card,0
2037-XJFUP,95.8,3036.75,4476.15,0.0,1379.4,60,41,41.8,4161,Bank Withdrawal,1
6408-OTUBZ,104.55,6779.05,7860.79,0.0,1081.74,0,26,16.39,4494,Bank Withdrawal,1
2333-KWEWW,20.05,388.6,861.28,0.0,472.68,0,0,26.26,2782,Credit Card,0
8620-RJPZN,20.7,20.7,66.56,0.0,45.86,0,0,45.86,3061,Bank Withdrawal,0
8807-ARQET,40.35,1677.85,1677.85,0.0,0.0,0,21,0.0,2454,Bank Withdrawal,1
0289-IVARM,60.55,1982.6,3550.95,0.0,1568.35,0,20,44.81,3463,Bank Withdrawal,0
1921-KYSAY,68.6,2877.05,4391.18,0.0,1514.13,0,30,36.93,4572,Bank Withdrawal,1
8654-DHAOW,54.15,101.65,154.25,0.0,42.6,10,7,21.3,3527,Credit Card,0
2143-LJULT,25.25,1733.15,4100.93,0.0,2367.78,0,0,35.34,5887,Credit Card,1
4079-WWQQQ,65.55,4807.45,4807.45,0.0,0.0,0,10,0.0,4266,Bank Withdrawal,1
8397-MVTAZ,100.05,3480.0,4285.06,0.0,785.06,20,52,23.09,2568,Bank Withdrawal,1
5158-RIVOP,20.9,202.3,230.02,0.0,27.72,0,0,2.52,5359,Credit Card,0
4012-YCFAI,61.35,3766.2,5099.4,0.0,1333.2,0,16,22.22,6174,Credit Card,1
8849-PRIQJ,109.4,7281.6,7464.36,38.34,221.1,0,19,3.3,4103,Bank Withdrawal,1
6110-OHIHY,79.25,267.6,426.88,0.0,149.28,10,3,49.76,4183,Bank Withdrawal,0
1679-JRFBR,108.15,7930.55,8334.45,0.0,403.9,0,48,5.77,5192,Credit Card,1
4690-LLKUA,45.05,770.6,1466.41,0.0,695.81,0,2,40.93,3797,Bank Withdrawal,1
5364-XYIRR,94.65,4812.75,5887.83,0.0,1075.08,0,9,21.08,4747,Bank Withdrawal,1
2344-JMOGN,94.85,890.6,1047.83,0.0,157.23,0,6,17.47,3016,Credit Card,1
6838-YAUVY,95.1,5064.85,5699.89,0.0,635.04,0,52,11.76,4825,Bank Withdrawal,1
3500-NSDOA,70.8,4859.95,5616.11,0.0,756.16,0,10,11.12,5540,Credit Card,0
6865-JZNKO,55.3,1530.6,2112.9,0.0,582.3,0,27,19.41,2725,Bank Withdrawal,1
9490-DFPMD,84.65,3541.35,3941.61,0.0,400.26,0,17,9.53,4871,Bank Withdrawal,1
7285-KLOTR,78.85,876.75,1177.83,0.0,301.08,0,17,25.09,2495,Bank Withdrawal,0
2925-VDZHY,88.7,6501.35,8562.71,0.0,2061.36,0,19,28.63,4641,Credit Card,0
3831-YCPUO,109.5,7854.9,10175.46,0.0,2320.56,0,19,32.23,6419,Credit Card,1
7617-EYGLW,19.45,19.45,66.04,0.0,46.59,0,0,46.59,5820,Bank Withdrawal,0
0100-DUVFC,104.8,7308.95,10067.14,6.11,2764.3,0,28,39.49,5291,Bank Withdrawal,1
3347-YJZZE,80.1,2211.8,2406.97,0.0,195.17,0,27,6.73,4558,Credit Card,0
3795-CAWEX,116.55,8152.3,11006.2,0.0,2853.9,0,71,40.77,6116,Credit Card,1
1376-HHBDV,48.8,1536.75,1858.95,0.0,322.2,0,13,10.74,4864,Credit Card,1
8383-SGHJU,59.4,1952.8,2292.04,0.0,339.24,0,7,10.28,2853,Bank Withdrawal,0
9167-APMXZ,84.15,1821.95,2304.35,0.0,422.4,60,41,19.2,3549,Bank Withdrawal,1
0107-WESLM,19.85,19.85,51.62,0.0,31.77,0,0,31.77,3874,Bank Withdrawal,1
1052-QJIBV,19.9,1397.3,2852.09,0.0,1454.79,0,0,20.49,6015,Credit Card,0
0495-RVCBF,79.7,79.7,113.58,0.0,33.88,0,26,33.88,2066,Bank Withdrawal,1
3280-NMUVX,19.6,678.8,1563.82,0.0,885.02,0,0,26.03,4669,Credit Card,0
4083-BFNYK,95.0,3591.25,5554.41,0.0,1893.16,70,27,49.82,5148,Credit Card,0
6275-YDUVO,86.2,178.7,226.8,0.0,48.1,0,27,24.05,2969,Mailed Check,1
5419-JPRRN,101.45,101.45,111.83,0.0,10.38,0,7,10.38,4390,Bank Withdrawal,1
1768-HNVGJ,70.05,3062.45,3893.15,0.0,830.7,0,3,18.46,4223,Bank Withdrawal,1
0827-ITJPH,18.55,689.0,995.0,0.0,306.0,0,0,8.5,5703,Credit Card,1
4994-OBRSZ,76.1,1054.8,1569.02,0.0,514.22,0,52,36.73,2045,Bank Withdrawal,0
0743-HNPFG,69.75,3562.5,4477.95,0.0,915.45,0,14,17.95,5628,Credit Card,1
7402-EYFXX,93.6,2404.1,3055.14,0.0,651.04,0,9,25.04,4030,Bank Withdrawal,1
4229-CZMLL,74.9,469.8,507.72,0.0,37.92,0,11,6.32,4160,Bank Withdrawal,1
0374-FIUCA,20.4,1414.45,2939.35,0.0,1524.9,0,0,23.46,5368,Credit Card,1
5317-FLPJF,61.35,4193.4,4323.4,0.0,0.0,130,73,0.0,4824,Bank Withdrawal,1
3011-WQKSZ,20.0,377.55,835.45,0.0,457.9,0,0,24.1,5188,Bank Withdrawal,1
9746-YKGXB,44.25,2276.1,2252.6,23.5,0.0,0,19,0.0,6340,Bank Withdrawal,0
1866-DIOQZ,66.8,4689.15,4689.15,0.0,0.0,0,85,0.0,4698,Bank Withdrawal,0
3055-VTCGS,58.55,3503.5,5228.44,0.0,1724.94,0,9,27.38,6312,Credit Card,0
6356-ELRKD,95.6,95.6,102.27,0.0,6.67,0,27,6.67,4091,Bank Withdrawal,1
2799-ARNLO,69.35,341.6,389.4,0.0,47.8,0,13,9.56,5437,Bank Withdrawal,1
5542-DHSXL,54.7,235.05,262.13,0.0,27.08,0,3,6.77,3475,Credit Card,0
2717-HVIZY,20.05,163.6,288.88,0.0,125.28,0,0,15.66,2675,Credit Card,0
4193-ORFCL,45.1,45.1,60.34,0.0,15.24,0,14,15.24,2740,Credit Card,0
5766-FTRTS,84.45,6033.1,8557.42,0.0,2524.32,0,26,35.06,6297,Credit Card,0
2706-QZIHY,25.2,387.9,1088.1,0.0,700.2,0,0,46.68,4411,Credit Card,0
9659-ZTWSM,107.35,7051.95,7531.53,39.18,518.76,0,26,7.86,4138,Bank Withdrawal,1
2865-TCHJW,89.2,346.2,539.6,0.0,193.4,0,24,48.35,5808,Bank Withdrawal,1
5419-KLXBN,89.15,2257.75,2873.75,0.0,616.0,0,5,24.64,5853,Bank Withdrawal,1
3797-VTIDR,23.45,23.45,23.45,0.0,0.0,0,21,0.0,4517,Bank Withdrawal,1
9572-WUKSB,29.9,92.25,92.25,0.0,0.0,0,41,0.0,4416,Bank Withdrawal,1
2673-CXQEU,110.5,6139.5,8778.78,0.0,2639.28,0,29,47.13,4463,Bank Withdrawal,0
5315-CKEQK,51.0,1381.8,1593.68,0.0,131.88,80,21,4.71,5195,Bank Withdrawal,1
8612-GXIDD,25.4,313.0,842.44,0.0,529.44,0,0,44.12,2219,Bank Withdrawal,1
0454-OKRCT,80.6,2651.1,3801.15,0.0,1150.05,0,27,34.85,5542,Bank Withdrawal,0
2866-IKBTM,19.55,19.55,60.18,0.0,40.63,0,0,40.63,3968,Credit Card,0
8316-BBQAY,59.95,3921.1,3921.1,0.0,0.0,0,22,0.0,6251,Credit Card,0
3594-IVHJZ,20.45,42.45,136.83,0.0,94.38,0,0,47.19,2606,Mailed Check,1
1258-YMZNM,110.5,2857.6,3823.12,0.0,965.52,0,4,35.76,4997,Bank Withdrawal,1
5909-ECHUI,56.25,56.25,82.39,0.0,26.14,0,22,26.14,3065,Bank Withdrawal,1
0895-LNKRC,19.45,113.5,122.92,0.0,9.42,0,0,1.57,3461,Credit Card,0
9878-TNQGW,80.95,171.15,205.81,0.0,34.66,0,14,17.33,3533,Bank Withdrawal,1
2683-JXWQQ,33.6,2117.2,2227.2,0.0,0.0,110,76,0.0,6495,Bank Withdrawal,0
7168-HDQHG,19.2,702.9,1443.42,0.0,740.52,0,0,20.57,3043,Bank Withdrawal,0
9955-QOPOY,60.8,4263.4,4263.4,0.0,0.0,0,42,0.0,5683,Credit Card,1
3162-KKZXO,100.15,5409.75,7037.75,0.0,1628.0,0,3,29.6,5182,Bank Withdrawal,1
3727-OWVYD,61.2,2021.2,3364.5,0.0,1343.3,0,82,38.38,2075,Mailed Check,0
3908-BLSYF,83.9,497.55,653.13,0.0,155.58,0,24,25.93,3962,Bank Withdrawal,0
0463-WZZKO,20.75,67.1,116.27,0.0,49.17,0,0,16.39,2406,Credit Card,1
4248-QPAVC,85.35,1463.45,2089.39,0.0,625.94,0,6,36.82,3209,Bank Withdrawal,1
5893-PYOLZ,81.8,4534.45,7298.61,0.0,2764.16,0,21,49.36,4399,Credit Card,1
8847-GEOOQ,60.2,3582.4,3582.4,0.0,0.0,0,2,0.0,5359,Bank Withdrawal,1
9391-DXGGG,89.15,3990.75,5547.91,0.0,1557.16,0,19,35.39,4368,Credit Card,0
8485-GJCDN,69.05,318.5,468.75,0.0,150.25,0,11,30.05,3368,Credit Card,1
7131-ZQZNK,59.85,3590.2,3590.2,0.0,0.0,0,19,0.0,5790,Credit Card,0
7841-FCRQD,53.75,1857.3,2367.15,0.0,509.85,0,59,15.45,3160,Credit Card,1
2576-HXMPA,19.55,19.55,27.78,0.0,8.23,0,0,8.23,5537,Credit Card,0
7764-BDPEE,20.85,60.65,119.39,0.0,58.74,0,0,19.58,5868,Credit Card,0
6402-ZFPPI,102.8,2660.2,3572.7,0.0,912.5,0,30,36.5,4969,Credit Card,1
4079-ULGFR,20.0,275.7,341.78,0.0,66.08,0,0,4.13,3705,Credit Card,0
0471-ARVMX,104.85,6312.9,7722.78,0.0,1409.88,0,18,22.74,5061,Bank Withdrawal,1
3727-OVPRY,25.7,1714.55,4541.99,0.0,2827.44,0,0,42.84,5517,Credit Card,1
7493-GVFIO,20.55,1252.85,1993.28,0.0,740.43,0,0,12.99,4565,Credit Card,0
4361-JEIVL,44.4,44.4,51.54,0.0,7.14,0,52,7.14,4067,Bank Withdrawal,1
2495-KZNFB,90.65,2989.6,3542.68,0.0,553.08,0,85,16.76,4460,Bank Withdrawal,1
8100-PNJMH,88.85,6132.7,8962.18,0.0,2829.48,0,14,41.61,5228,Credit Card,1
0282-NVSJS,29.3,355.9,355.9,0.0,0.0,0,14,0.0,3353,Mailed Check,1
9776-OJUZI,95.45,6223.3,8329.95,0.0,2106.65,0,21,32.41,4168,Bank Withdrawal,1
7613-LLQFO,84.45,1059.55,1207.87,0.0,148.32,0,23,12.36,3330,Bank Withdrawal,1
5656-JAMLX,19.85,1253.65,2132.19,0.0,878.54,0,0,14.17,4278,Bank Withdrawal,0
4900-MSOMT,80.2,5714.2,9250.84,0.0,3536.64,0,23,49.12,6087,Bank Withdrawal,0
4817-KEQSP,19.85,1326.35,2521.99,0.0,1195.64,0,0,16.84,6342,Bank Withdrawal,0
4609-KNNWG,19.9,550.1,614.9,0.0,64.8,0,0,2.4,4870,Credit Card,0
7159-NOKYQ,93.15,6368.2,7624.0,0.0,1165.8,90,11,17.4,4001,Bank Withdrawal,1
1231-YNDEK,19.15,1035.5,2706.78,28.7,1699.98,0,0,29.31,6339,Bank Withdrawal,1
4176-FXYBO,109.55,6118.95,8813.55,0.0,2694.6,0,29,49.9,6130,Bank Withdrawal,0
3763-GCZHZ,104.05,6890.0,8214.62,0.0,1324.62,0,85,20.07,5504,Bank Withdrawal,1
0607-DAAHE,19.75,1052.35,2441.48,0.0,1389.13,0,0,26.21,6265,Bank Withdrawal,0
3580-REOAC,44.85,435.4,931.2,0.0,495.8,0,17,49.58,4061,Credit Card,1
4680-KUTAJ,55.6,580.8,596.51,15.2,30.91,0,3,2.81,5014,Bank Withdrawal,1
6368-NWMCE,68.15,2656.3,3461.52,0.0,805.22,0,24,21.19,3371,Credit Card,0
2040-LDIWQ,84.2,5324.5,8026.55,0.0,2702.05,0,16,41.57,5256,Bank Withdrawal,1
8597-CTXVJ,64.95,4551.5,6394.03,20.87,1863.4,0,19,26.62,5392,Bank Withdrawal,0
0235-KGSLC,85.55,85.55,118.89,0.0,33.34,0,4,33.34,3967,Credit Card,1
7196-LIWRH,19.55,124.45,168.55,0.0,44.1,0,0,7.35,5980,Credit Card,0
5256-SKJGO,54.6,3423.5,3423.5,0.0,0.0,0,30,0.0,4850,Bank Withdrawal,1
7969-AULMZ,97.35,2119.5,2309.76,0.0,190.26,0,10,9.06,4321,Bank Withdrawal,1
1596-BBVTG,75.35,2636.05,3512.45,0.0,876.4,0,21,25.04,2785,Credit Card,0
9286-DOJGF,74.95,2869.85,3469.49,0.0,599.64,0,30,15.78,5165,Bank Withdrawal,1
9133-AYJZG,98.7,2249.1,2581.45,0.0,332.35,0,19,14.45,5781,Credit Card,1
6142-VSJQO,44.35,44.35,84.77,0.0,40.42,0,59,40.42,4599,Bank Withdrawal,1
4931-TRZWN,71.95,923.85,1051.96,10.47,138.58,0,5,10.66,3605,Bank Withdrawal,1
6892-EZDTG,91.65,365.4,452.64,0.0,87.24,0,14,21.81,2140,Bank Withdrawal,1
3913-RDSJZ,25.55,1714.95,4875.91,0.0,3160.96,0,0,49.39,4312,Credit Card,0
8455-HIRAQ,44.45,369.3,456.58,0.0,87.28,0,16,10.91,4909,Credit Card,0
4190-MFLUW,55.2,528.35,622.45,0.0,94.1,0,69,9.41,5925,Credit Card,0
8133-ANHHJ,103.0,5166.2,6953.23,0.0,1787.03,0,21,36.47,5023,Bank Withdrawal,0
0947-IDHRQ,80.3,526.7,811.17,0.0,274.47,10,42,39.21,3949,Mailed Check,1
6689-TCZHQ,78.95,378.4,439.75,0.0,61.35,0,20,12.27,4054,Bank Withdrawal,0
7139-JZFVG,60.5,3694.45,6288.85,0.0,2594.4,0,28,43.24,6026,Bank Withdrawal,0
7951-QKZPL,24.5,740.3,1870.48,35.05,1165.23,0,0,35.31,5194,Credit Card,1
2971-SGAFL,78.75,995.35,1544.55,0.0,499.2,50,23,38.4,5631,Bank Withdrawal,1
4770-QAZXN,19.45,232.1,834.0,0.0,601.9,0,0,46.3,2783,Credit Card,0
8198-RKSZG,80.45,1137.05,1273.83,0.0,136.78,0,21,9.77,5772,Credit Card,0
3547-LQRIK,26.9,1250.85,1799.81,0.0,548.96,0,0,11.68,2382,Bank Withdrawal,0
2332-EFBJY,19.7,342.4,434.24,0.0,91.84,0,0,5.74,3438,Credit Card,1
5524-KHNJP,74.75,2453.3,4065.35,0.0,1612.05,0,30,48.85,5344,Credit Card,0
9233-PSYHO,100.15,4459.8,4770.3,0.0,310.5,0,20,6.9,2636,Bank Withdrawal,1
9710-NJERN,20.15,826.0,861.31,25.92,61.23,0,0,1.57,2007,Mailed Check,0
3058-WQDRE,25.15,331.85,283.26,48.59,0.0,0,16,0.0,4943,Bank Withdrawal,1
5084-OOVCJ,55.35,920.5,1264.41,0.0,343.91,0,69,20.23,5465,Credit Card,1
5681-LLOEI,91.25,4013.8,5803.77,25.49,1815.46,0,25,42.22,5884,Credit Card,1
6986-IJDHX,86.3,3266.0,4835.75,0.0,1569.75,0,19,40.25,3364,Credit Card,1
2235-EZAIK,79.2,5401.9,7035.42,0.0,1613.52,20,59,22.41,4288,Credit Card,0
5306-BVTKJ,55.8,2651.2,4489.6,0.0,1838.4,0,85,38.3,3446,Credit Card,1
8695-ARGXZ,75.55,2425.4,2495.78,0.0,70.38,0,16,2.07,5381,Bank Withdrawal,1
5896-NPFWW,50.15,168.15,208.77,0.0,40.62,0,51,13.54,3273,Bank Withdrawal,1
1095-JUDTC,95.05,4504.55,5172.89,0.0,668.34,0,11,14.22,5214,Bank Withdrawal,1
0804-XBFBV,25.2,321.05,321.05,0.0,0.0,0,19,0.0,5916,Bank Withdrawal,0
7481-ATQQS,90.85,4515.85,6714.97,0.0,2199.12,0,15,44.88,5651,Credit Card,1
0657-DOGUM,60.6,2985.25,5231.81,0.0,2146.56,100,13,44.72,4077,Bank Withdrawal,1
3230-JCNZS,99.0,7061.65,8178.48,0.0,1116.83,0,17,15.73,4305,Credit Card,1
9391-LMANN,95.95,5036.9,6825.12,0.0,1788.22,0,56,33.74,4523,Bank Withdrawal,0
1623-NLDOT,33.55,1445.3,1495.3,0.0,0.0,50,5,0.0,2044,Mailed Check,0
8777-MBMTS,105.85,6725.5,9097.35,0.0,2371.85,0,9,36.49,4872,Credit Card,1
2194-IIQOF,89.3,6388.65,7801.55,0.0,1412.9,0,27,19.9,4658,Credit Card,0
6897-UUBNU,89.65,2623.65,3008.33,0.0,374.68,10,24,12.92,2681,Credit Card,0
7009-PCARS,19.1,1001.5,3162.45,0.0,2160.95,0,0,39.29,4391,Bank Withdrawal,0
6078-VESFR,70.45,849.1,1324.51,0.0,475.41,0,26,36.57,5225,Bank Withdrawal,0
8626-PTQGE,60.05,4176.7,4135.49,41.21,0.0,0,18,0.0,5388,Bank Withdrawal,1
7799-LGRDP,25.7,1188.2,2285.99,0.0,1097.79,0,0,25.53,2017,Credit Card,1
2843-CQMEG,49.7,1218.25,1307.53,0.0,89.28,0,59,3.72,2911,Mailed Check,1
9200-NLNPD,54.05,2959.8,2999.8,0.0,0.0,40,30,0.0,6445,Bank Withdrawal,1
5271-DBYSJ,79.15,827.7,1262.94,0.0,295.24,140,15,26.84,3355,Credit Card,1
8242-SOQUO,84.7,392.5,422.4,41.2,71.1,0,4,14.22,2660,Bank Withdrawal,1
4086-YQSNZ,80.4,224.05,233.92,0.0,9.87,0,9,3.29,3834,Bank Withdrawal,1
9820-RMCQV,48.55,501.0,840.11,0.0,209.11,130,8,19.01,4444,Credit Card,0
5174-RNGBH,66.25,620.55,853.84,0.0,223.29,10,69,24.81,5515,Mailed Check,0
9631-RXVJM,19.25,677.9,826.3,0.0,148.4,0,0,4.24,2682,Credit Card,0
5519-TEEUH,20.15,682.15,1380.43,0.0,698.28,0,0,21.16,5759,Credit Card,1
5236-XMZJY,59.65,2536.55,3463.91,0.0,927.36,0,26,22.08,3048,Bank Withdrawal,0
0665-XHDJU,99.4,7285.7,9802.1,0.0,2516.4,0,48,34.95,6022,Bank Withdrawal,1
5353-WILCI,56.05,1522.65,2867.73,0.0,1235.08,110,15,44.11,4468,Bank Withdrawal,0
1936-UAFEH,110.25,7279.35,10629.11,0.0,3319.76,30,17,48.82,5502,Credit Card,0
6169-PPETC,20.5,759.35,2415.9,0.0,1656.55,0,0,47.33,2009,Bank Withdrawal,0
9025-AOMKI,93.55,536.4,799.2,0.0,262.8,0,5,43.8,5617,Bank Withdrawal,1
1343-EHPYB,103.4,6603.0,9686.85,0.0,3083.85,0,13,48.95,4352,Bank Withdrawal,1
1450-GALXR,98.5,1058.25,1313.55,0.0,145.3,110,30,14.53,5184,Bank Withdrawal,1
0836-SEYLU,40.65,328.95,328.95,0.0,0.0,0,26,0.0,4800,Mailed Check,0
1385-TQOZW,20.45,147.55,561.46,0.0,413.91,0,0,45.99,2392,Credit Card,1
2207-OBZNX,51.0,354.05,595.48,0.0,241.43,0,22,34.49,3736,Mailed Check,1
3164-AALRN,70.0,347.4,583.65,0.0,226.25,10,22,45.25,2673,Credit Card,1
7452-FOLON,25.45,958.45,2774.68,0.0,1816.23,0,0,46.57,5986,Bank Withdrawal,0
5039-LZRQT,20.2,273.25,618.66,0.0,345.41,0,0,26.57,2953,Mailed Check,0
6103-QCKFX,56.25,2419.55,4367.57,14.78,1922.8,40,75,43.7,3918,Bank Withdrawal,0
0637-UBJRP,84.05,1095.3,1460.29,23.97,388.96,0,21,29.92,4745,Bank Withdrawal,0
4836-WNFNO,25.0,1849.2,4727.76,0.0,2878.56,0,0,39.98,6126,Credit Card,0
7120-RFMVS,84.5,84.5,91.39,0.0,6.89,0,12,6.89,4340,Bank Withdrawal,0
7901-IIDQV,54.6,1242.25,1394.31,28.42,180.48,0,85,7.52,3398,Bank Withdrawal,0
1855-CFULU,20.05,91.45,259.37,0.0,167.92,0,0,41.98,3460,Credit Card,0
2959-FENLU,85.3,781.4,1226.82,0.0,435.42,10,8,48.38,5850,Credit Card,1
6701-YVNQG,88.7,6301.7,9733.22,0.0,3431.52,0,19,47.66,5764,Credit Card,1
3243-ZHOHY,20.1,296.15,626.55,0.0,330.4,0,0,20.65,5052,Credit Card,0
2386-LAHRK,53.5,53.5,68.08,0.0,14.58,0,73,14.58,5094,Mailed Check,1
1658-BYGOY,95.45,1752.55,1910.88,45.61,203.94,0,52,11.33,3179,Bank Withdrawal,1
2314-TNDJQ,55.65,3880.05,3880.05,0.0,0.0,0,59,0.0,5192,Credit Card,0
9586-JGQKH,105.4,6794.75,9915.15,32.24,3152.64,0,18,49.26,4512,Bank Withdrawal,1
7233-DRTRF,102.4,6444.05,7562.3,0.0,1118.25,0,15,17.75,5096,Bank Withdrawal,1
8718-PTMEZ,31.05,347.25,347.25,0.0,0.0,0,16,0.0,5131,Bank Withdrawal,1
2272-WUSPA,110.75,7751.7,10612.98,0.0,2861.28,0,5,39.74,4848,Bank Withdrawal,1
4183-WCSEP,78.45,2435.15,3540.93,0.0,1065.78,40,20,34.38,3091,Bank Withdrawal,1
4837-QUSFT,100.15,6643.5,9023.8,0.0,2380.3,0,6,36.62,4915,Bank Withdrawal,1
2495-INZWQ,44.55,174.3,184.3,0.0,0.0,10,20,0.0,5605,Bank Withdrawal,1
2688-BHGOG,79.55,718.55,952.2,0.0,223.65,10,15,24.85,5811,Bank Withdrawal,1
9359-JANWS,58.9,3857.1,6087.25,0.0,2230.15,0,71,34.31,5657,Credit Card,0
7394-LWLYN,70.15,123.8,191.3,0.0,67.5,0,10,33.75,4840,Bank Withdrawal,1
1221-GHZEP,65.1,3846.75,5283.91,0.0,1437.16,0,18,23.18,5172,Credit Card,1
2722-VOJQL,105.65,6903.1,8453.82,0.0,1550.72,0,73,24.23,4870,Credit Card,1
7435-ZNUYY,20.6,116.6,189.62,0.0,73.02,0,0,12.17,4439,Credit Card,0
5696-JVVQY,70.1,3238.4,3482.0,0.0,213.6,30,57,4.45,5476,Credit Card,1
6227-HWPWX,69.0,994.8,1064.85,0.0,70.05,0,28,4.67,5671,Bank Withdrawal,0
2954-PIBKO,64.15,4254.1,7045.82,0.0,2751.72,40,17,39.88,5128,Credit Card,1
5003-XZWWO,84.2,5956.85,7030.37,0.0,1073.52,0,30,15.12,4753,Credit Card,0
5378-IKEEG,35.75,35.75,35.75,0.0,0.0,0,2,0.0,3351,Bank Withdrawal,1
9633-XQABV,70.25,229.7,305.9,0.0,76.2,0,10,25.4,2156,Bank Withdrawal,1
5825-XJOCM,64.4,3035.35,4294.87,0.0,1259.52,0,53,26.24,2545,Bank Withdrawal,1
0786-IVLAW,108.1,7238.6,7474.22,0.0,235.62,0,28,3.57,4722,Bank Withdrawal,0
4054-CUMIA,20.25,401.95,1039.87,0.0,637.92,0,0,35.44,2429,Credit Card,1
6732-VAILE,85.95,5931.75,8035.95,0.0,2104.2,0,24,30.06,6354,Credit Card,1
0254-WWRKD,50.55,3431.75,6574.05,0.0,3142.3,0,28,46.9,5122,Credit Card,0
2446-PLQVO,70.3,70.3,75.97,0.0,5.67,0,7,5.67,4512,Bank Withdrawal,1
7295-JOMMD,98.1,396.3,418.82,0.0,22.52,0,18,5.63,2895,Bank Withdrawal,1
8217-QYOHV,55.75,266.95,421.55,0.0,154.6,0,41,30.92,4545,Credit Card,1
2523-EWWZL,76.1,2093.4,3134.35,30.14,1071.09,0,59,39.67,3291,Bank Withdrawal,1
7253-UVNDW,54.35,2460.15,4539.35,0.0,2079.2,0,17,45.2,2793,Credit Card,0
8695-WDYEA,51.25,51.25,90.55,0.0,39.3,0,26,39.3,4483,Credit Card,0
3420-ZDBMA,71.45,371.6,457.25,0.0,85.65,0,9,17.13,5171,Credit Card,1
7270-BDIOA,90.0,1993.8,2261.98,0.0,268.18,0,23,12.19,4739,Bank Withdrawal,1
4455-BFSPD,101.15,6383.9,8587.83,0.0,2203.93,0,23,36.13,5177,Bank Withdrawal,0
0164-APGRB,114.9,8496.7,11979.34,0.0,3482.64,0,5,48.37,4589,Bank Withdrawal,1
1482-OXZSY,100.4,2936.25,3454.05,0.0,517.8,0,19,17.26,3778,Bank Withdrawal,1
3486-NPGST,19.55,620.75,2108.63,0.0,1487.88,0,0,41.33,2691,Credit Card,0
0230-WEQUW,56.6,3789.2,3789.2,0.0,0.0,0,29,0.0,5500,Bank Withdrawal,1
2192-CKRLV,49.2,3580.95,3580.95,0.0,0.0,0,15,0.0,4700,Bank Withdrawal,1
2460-NGXBJ,75.2,775.3,1090.34,0.0,315.04,0,22,28.64,5193,Credit Card,1
1561-BWHIN,19.8,344.5,593.97,0.0,249.47,0,0,13.13,4464,Credit Card,0
1976-CFOCS,46.0,46.0,53.74,0.0,7.74,0,19,7.74,4531,Bank Withdrawal,0
2162-FRZAA,39.35,2395.05,2395.05,0.0,0.0,0,16,0.0,5374,Bank Withdrawal,0
2719-BDAQO,93.85,1625.65,1702.32,0.0,76.67,0,13,4.51,4940,Bank Withdrawal,0
6898-MDLZW,53.75,648.65,670.25,0.0,21.6,0,3,1.8,5385,Credit Card,1
5647-FXOTP,105.9,6401.25,8713.85,0.0,2202.6,110,25,36.71,5084,Bank Withdrawal,1
2077-MPJQO,75.4,533.05,682.64,0.0,149.59,0,21,21.37,3533,Bank Withdrawal,1
